OTicketID,DishID,OrderTime,Quantity,Price
TKT0023843,39,2020-08-29 22:12:37,3,80000
TKT0023846,12,2021-06-11 23:59:17,1,30000
TKT0023849,28,2023-05-01 00:24:11,1,35000
TKT0023852,19,2020-05-18 02:51:44,4,15000
TKT0023858,10,2023-09-12 20:13:21,5,85000
TKT0023859,23,2024-11-23 05:49:09,2,200000
TKT0023864,19,2021-07-06 16:16:00,1,15000
TKT0023866,38,2021-04-14 07:37:38,4,65000
TKT0023867,8,2021-02-03 21:13:45,4,75000
TKT0023871,34,2022-08-17 13:22:54,5,50000
TKT0023875,37,2024-10-06 22:39:04,4,40000
TKT0023881,35,2020-04-29 05:24:52,2,60000
TKT0023882,19,2020-05-24 07:54:46,2,15000
TKT0023885,37,2024-10-13 09:16:09,4,40000
TKT0023888,28,2020-01-16 04:56:15,2,35000
TKT0023892,26,2024-07-02 00:27:00,3,25000
TKT0023895,5,2021-11-09 19:51:36,4,65000
TKT0023897,8,2021-03-28 05:35:21,4,75000
TKT0023898,26,2020-10-03 14:18:50,4,25000
TKT0023899,31,2021-12-09 04:57:26,4,15000
TKT0023906,22,2022-05-26 02:18:04,3,150000
TKT0023907,19,2022-12-26 02:14:04,4,15000
TKT0023914,33,2022-09-21 18:33:17,5,35000
TKT0023919,27,2023-11-12 06:16:13,3,30000
TKT0023920,13,2024-02-04 14:49:24,3,35000
TKT0023921,27,2021-12-16 13:18:25,1,30000
TKT0023925,7,2024-02-29 19:13:03,5,70000
TKT0023926,36,2020-08-14 00:26:10,3,55000
TKT0023928,38,2023-05-04 12:26:36,2,65000
TKT0023930,29,2021-03-02 22:28:32,1,50000
TKT0023938,36,2023-06-14 01:59:47,4,55000
TKT0023939,18,2021-03-04 21:56:17,5,40000
TKT0023941,31,2020-04-20 03:19:03,5,15000
TKT0023945,24,2023-12-26 01:37:44,5,250000
TKT0023947,17,2021-07-17 00:56:16,4,30000
TKT0023949,6,2024-05-12 02:05:15,3,60000
TKT0023951,35,2020-12-28 14:40:40,3,60000
TKT0023953,20,2023-07-06 19:13:52,1,40000
TKT0023954,29,2024-01-07 10:48:47,3,50000
TKT0023955,9,2023-11-06 10:31:38,3,80000
TKT0023956,20,2023-03-15 05:21:49,2,40000
TKT0023957,26,2023-10-05 07:43:05,3,25000
TKT0023958,18,2023-06-18 06:45:43,2,40000
TKT0023964,12,2023-09-06 14:21:29,4,30000
TKT0023965,20,2023-03-21 07:34:27,3,40000
TKT0023967,36,2024-04-09 16:21:12,1,55000
TKT0023968,3,2020-10-19 05:10:06,4,45000
TKT0023969,26,2023-01-01 22:18:21,3,25000
TKT0023971,38,2024-01-12 06:56:19,4,65000
TKT0023973,34,2021-06-09 06:58:32,3,50000
TKT0023974,32,2023-05-03 03:01:13,2,40000
TKT0023975,29,2022-10-17 22:58:36,3,50000
TKT0023977,30,2021-08-13 10:38:31,3,30000
TKT0023978,1,2022-03-04 17:23:48,1,50000
TKT0023995,35,2021-01-06 13:23:48,1,60000
TKT0023996,19,2020-11-26 11:40:35,4,15000
TKT0023999,16,2024-12-16 07:00:27,4,20000
TKT0024000,3,2023-08-01 01:28:19,5,45000
TKT0024003,20,2022-06-02 22:42:16,2,40000
TKT0024007,23,2022-08-29 23:25:53,4,200000
TKT0024008,11,2021-10-10 02:44:49,1,100000
TKT0024010,21,2020-05-24 06:45:48,4,35000
TKT0024014,10,2022-11-09 15:58:14,2,85000
TKT0024015,18,2021-11-23 11:02:24,1,40000
TKT0024022,6,2024-07-03 19:27:11,4,60000
TKT0024027,29,2022-07-22 06:15:19,1,50000
TKT0024030,34,2024-04-13 01:55:24,3,50000
TKT0024032,24,2020-04-16 04:31:49,4,250000
TKT0024034,22,2024-08-31 23:23:15,1,150000
TKT0024035,13,2024-07-19 23:17:55,1,35000
TKT0024037,9,2020-02-17 12:43:17,5,80000
TKT0024038,21,2020-03-09 10:53:50,1,35000
TKT0024042,15,2022-02-18 17:23:12,3,50000
TKT0024045,22,2022-01-27 05:42:21,5,150000
TKT0024047,16,2023-09-13 02:58:32,4,20000
TKT0024048,18,2023-11-02 14:00:55,5,40000
TKT0024052,10,2021-02-17 03:15:14,1,85000
TKT0024059,3,2024-11-19 02:14:23,1,45000
TKT0024062,21,2022-12-30 20:16:30,3,35000
TKT0024063,26,2021-08-19 16:39:36,5,25000
TKT0024066,10,2024-05-13 23:42:51,1,85000
TKT0024073,28,2021-01-05 08:49:57,5,35000
TKT0024077,8,2023-09-08 08:48:54,1,75000
TKT0024082,19,2024-10-24 18:08:59,4,15000
TKT0024083,34,2024-10-08 03:50:20,4,50000
TKT0024084,27,2021-05-29 11:08:42,3,30000
TKT0024087,19,2022-06-29 11:50:33,5,15000
TKT0024090,18,2020-06-12 01:28:59,1,40000
TKT0024096,39,2021-06-22 21:03:55,5,80000
TKT0024102,26,2024-09-17 02:21:02,3,25000
TKT0024103,37,2023-01-26 20:47:07,2,40000
TKT0024107,24,2023-05-06 15:18:10,1,250000
TKT0024110,5,2024-06-01 11:20:21,1,65000
TKT0024115,6,2024-11-22 05:25:28,4,60000
TKT0024116,14,2024-03-10 12:21:15,3,40000
TKT0024117,12,2022-02-01 07:35:29,2,30000
TKT0024121,4,2020-05-16 19:05:56,3,55000
TKT0024128,12,2022-05-29 21:27:49,5,30000
TKT0024132,39,2024-04-03 16:01:52,2,80000
TKT0024133,32,2022-03-04 22:16:25,5,40000
TKT0024134,16,2023-08-10 01:05:32,1,20000
TKT0024137,15,2023-01-25 12:59:40,3,50000
TKT0024146,37,2022-07-10 18:40:04,3,40000
TKT0024147,1,2024-07-13 06:05:31,5,50000
TKT0024148,20,2020-07-01 10:01:37,4,40000
TKT0024149,37,2021-05-16 18:34:22,1,40000
TKT0024150,2,2022-04-10 23:44:25,5,60000
TKT0024151,24,2021-09-24 01:19:52,2,250000
TKT0024152,29,2021-05-26 04:40:36,3,50000
TKT0024155,29,2021-01-10 03:47:32,2,50000
TKT0024156,21,2021-08-21 15:41:14,1,35000
TKT0024160,35,2022-01-16 22:17:13,1,60000
TKT0024165,31,2021-12-21 09:18:22,2,15000
TKT0024167,38,2024-06-19 23:10:18,1,65000
TKT0024174,35,2021-03-27 09:53:08,1,60000
TKT0024178,35,2021-12-29 16:48:05,2,60000
TKT0024180,35,2023-10-12 08:49:46,1,60000
TKT0024182,18,2021-07-25 09:47:43,4,40000
TKT0024184,33,2022-10-17 22:06:51,2,35000
TKT0024185,1,2024-09-30 11:49:48,2,50000
TKT0024187,30,2020-07-07 01:08:47,3,30000
TKT0024189,5,2021-02-15 04:34:38,1,65000
TKT0024190,9,2024-03-02 03:02:39,5,80000
TKT0024200,10,2022-06-12 18:39:42,4,85000
TKT0024207,28,2023-03-29 01:28:00,2,35000
TKT0024209,16,2023-04-27 05:03:12,2,20000
TKT0024211,13,2021-03-27 11:08:11,5,35000
TKT0024213,37,2022-08-12 21:15:57,4,40000
TKT0024214,14,2021-07-14 05:36:53,3,40000
TKT0024226,17,2024-08-10 16:12:29,4,30000
TKT0024228,39,2024-12-01 02:11:04,1,80000
TKT0024229,18,2023-04-23 19:18:09,5,40000
TKT0024230,36,2021-01-30 17:16:26,3,55000
TKT0024231,12,2023-04-11 06:34:07,1,30000
TKT0024234,37,2020-03-06 15:07:57,2,40000
TKT0024236,18,2022-07-03 19:36:20,5,40000
TKT0024237,33,2022-10-11 01:41:11,5,35000
TKT0024240,7,2024-09-12 16:56:57,4,70000
TKT0024242,33,2024-06-24 23:20:53,3,35000
TKT0024246,7,2020-03-02 02:18:51,2,70000
TKT0024252,1,2020-04-03 08:22:37,1,50000
TKT0024253,16,2023-06-20 18:19:32,2,20000
TKT0024255,3,2022-12-14 12:45:53,1,45000
TKT0024260,36,2021-11-12 07:08:37,2,55000
TKT0024261,2,2023-11-07 01:28:16,1,60000
TKT0024262,14,2022-06-13 16:22:43,2,40000
TKT0024263,24,2023-10-04 05:40:19,4,250000
TKT0024266,38,2023-09-10 15:20:03,1,65000
TKT0024268,37,2023-08-29 03:21:50,3,40000
TKT0024271,10,2024-07-04 14:17:24,5,85000
TKT0024273,24,2023-07-14 05:05:15,1,250000
TKT0024275,21,2022-01-02 09:00:40,1,35000
TKT0024281,21,2020-04-14 00:06:55,4,35000
TKT0024282,21,2023-01-29 04:31:45,4,35000
TKT0024289,26,2021-03-30 11:51:16,4,25000
TKT0024291,9,2022-10-24 13:05:06,1,80000
TKT0024294,23,2024-04-16 23:51:12,5,200000
TKT0024298,39,2021-01-20 10:45:02,1,80000
TKT0024299,40,2024-08-07 18:37:18,4,150000
TKT0024300,40,2021-10-23 03:58:22,1,150000
TKT0024304,10,2022-10-28 13:03:49,5,85000
TKT0024308,19,2024-09-29 20:39:54,3,15000
TKT0024310,24,2022-11-12 02:32:02,2,250000
TKT0024314,12,2020-01-10 14:23:13,4,30000
TKT0024315,1,2023-06-14 20:36:08,4,50000
TKT0024321,12,2024-11-15 17:56:44,4,30000
TKT0024324,19,2020-05-20 18:23:25,4,15000
TKT0024325,27,2021-02-27 08:05:44,2,30000
TKT0024326,27,2021-12-01 19:24:23,5,30000
TKT0024332,35,2021-09-09 12:37:00,4,60000
TKT0024334,16,2023-07-22 01:45:06,4,20000
TKT0024335,1,2023-08-24 11:18:33,1,50000
TKT0024340,19,2023-07-14 07:25:46,2,15000
TKT0024341,14,2021-01-15 01:58:38,5,40000
TKT0024346,18,2024-04-07 07:19:41,3,40000
TKT0024349,6,2020-11-08 11:32:02,1,60000
TKT0024355,24,2024-01-27 02:33:28,4,250000
TKT0024357,21,2022-12-08 00:50:00,5,35000
TKT0024359,38,2020-04-20 09:04:04,2,65000
TKT0024360,23,2022-08-06 00:17:35,1,200000
TKT0024363,8,2023-06-18 11:31:33,5,75000
TKT0024365,18,2021-04-17 23:40:11,5,40000
TKT0024376,18,2022-09-08 08:37:12,4,40000
TKT0024378,37,2020-07-26 06:29:26,5,40000
TKT0024380,17,2024-04-01 20:22:53,4,30000
TKT0024382,2,2023-12-31 01:43:01,5,60000
TKT0024386,25,2020-03-19 02:57:05,4,180000
TKT0024390,35,2021-08-15 20:28:40,2,60000
TKT0024393,24,2022-03-17 22:07:15,5,250000
TKT0024394,12,2023-04-28 21:17:35,5,30000
TKT0024396,39,2024-10-08 06:54:01,3,80000
TKT0024398,2,2023-08-12 18:31:55,2,60000
TKT0024401,19,2021-05-08 22:18:23,1,15000
TKT0024404,16,2020-05-29 08:32:22,5,20000
TKT0024408,15,2023-09-19 00:27:42,2,50000
TKT0024410,32,2023-06-07 20:16:44,5,40000
TKT0024411,17,2023-11-27 10:11:41,2,30000
TKT0024414,34,2020-11-30 15:08:35,3,50000
TKT0024422,32,2023-07-08 08:07:31,5,40000
TKT0024427,16,2021-09-29 06:15:30,1,20000
TKT0024430,29,2022-04-10 02:52:49,2,50000
TKT0024431,20,2021-11-13 12:53:33,5,40000
TKT0024433,24,2023-07-17 22:07:04,3,250000
TKT0024436,17,2024-08-10 12:59:18,4,30000
TKT0024438,10,2020-09-21 13:56:30,1,85000
TKT0024441,39,2023-08-09 21:17:18,3,80000
TKT0024443,7,2024-07-27 00:02:01,1,70000
TKT0024445,27,2022-06-21 22:21:59,1,30000
TKT0024446,11,2021-08-08 09:00:54,3,100000
TKT0024448,23,2021-04-09 02:28:02,2,200000
TKT0024451,20,2021-07-18 13:24:38,3,40000
TKT0024453,25,2022-10-14 18:38:27,1,180000
TKT0024455,37,2021-12-20 18:54:26,2,40000
TKT0024457,11,2024-08-20 23:53:20,3,100000
TKT0024459,32,2020-11-18 02:30:19,5,40000
TKT0024468,33,2023-07-21 11:23:45,5,35000
TKT0024469,26,2021-07-20 09:52:15,3,25000
TKT0024473,12,2023-05-06 23:10:14,4,30000
TKT0024479,23,2021-10-11 18:44:41,1,200000
TKT0024481,3,2021-10-31 15:30:17,5,45000
TKT0024485,7,2020-08-07 13:26:51,2,70000
TKT0024487,22,2023-11-18 23:19:04,2,150000
TKT0024488,34,2020-12-21 17:19:17,2,50000
TKT0024494,40,2021-03-16 00:00:58,3,150000
TKT0024497,6,2021-10-28 17:16:21,3,60000
TKT0024498,5,2021-01-15 00:32:04,2,65000
TKT0024503,32,2023-07-24 19:55:57,5,40000
TKT0024508,28,2020-02-08 06:44:12,5,35000
TKT0024509,9,2021-12-25 09:22:47,2,80000
TKT0024511,4,2020-10-21 04:27:06,2,55000
TKT0024513,23,2021-12-26 18:19:17,3,200000
TKT0024516,29,2020-03-03 12:58:42,5,50000
TKT0024517,4,2024-03-25 17:33:10,3,55000
TKT0024522,35,2022-06-09 13:41:03,1,60000
TKT0024524,14,2023-08-31 07:00:10,1,40000
TKT0024529,33,2021-05-13 18:44:03,5,35000
TKT0024531,34,2024-05-15 20:08:15,2,50000
TKT0024535,24,2021-05-22 20:14:04,4,250000
TKT0024536,11,2021-10-07 20:01:53,4,100000
TKT0024543,33,2021-06-27 06:09:06,1,35000
TKT0024544,21,2020-04-30 08:54:33,3,35000
TKT0024547,18,2021-10-20 13:03:07,1,40000
TKT0024552,21,2023-04-05 02:06:52,4,35000
TKT0024554,11,2020-04-30 22:59:41,4,100000
TKT0024558,12,2024-09-25 00:16:18,1,30000
TKT0024562,35,2021-08-08 17:05:29,5,60000
TKT0024567,33,2021-11-08 15:18:56,4,35000
TKT0024571,3,2020-08-01 21:14:49,3,45000
TKT0024572,14,2022-08-17 10:38:27,2,40000
TKT0024576,16,2020-03-25 08:54:46,4,20000
TKT0024577,1,2022-10-10 07:05:11,4,50000
TKT0024578,38,2020-10-04 03:36:05,1,65000
TKT0024587,34,2023-05-13 22:26:01,2,50000
TKT0024591,34,2020-10-19 14:09:33,3,50000
TKT0024595,4,2024-12-10 06:56:58,1,55000
TKT0024599,8,2020-12-24 09:53:38,4,75000
TKT0024600,33,2024-12-30 19:41:49,1,35000
TKT0024603,6,2020-10-09 06:59:06,3,60000
TKT0024605,34,2020-09-26 12:23:57,1,50000
TKT0024609,35,2022-07-14 16:43:37,3,60000
TKT0024612,28,2023-05-16 15:07:08,2,35000
TKT0024620,19,2022-09-18 17:15:40,5,15000
TKT0024623,32,2024-05-01 02:49:41,1,40000
TKT0024627,27,2022-01-29 06:13:44,2,30000
TKT0024631,23,2024-01-31 00:45:59,2,200000
TKT0024638,17,2022-02-03 07:44:57,5,30000
TKT0024639,17,2022-07-09 04:08:51,2,30000
TKT0024640,29,2024-06-09 03:15:28,1,50000
TKT0024641,25,2022-07-25 15:27:53,3,180000
TKT0024645,14,2021-10-25 22:48:32,3,40000
TKT0024647,3,2024-10-14 14:00:44,2,45000
TKT0024648,10,2020-09-13 14:10:22,5,85000
TKT0024650,8,2024-12-03 16:30:13,3,75000
TKT0024658,10,2024-09-07 11:54:28,3,85000
TKT0024662,16,2023-06-25 04:07:48,4,20000
TKT0024667,5,2021-06-09 03:08:36,3,65000
TKT0024673,2,2024-01-16 16:30:05,3,60000
TKT0024678,39,2023-03-23 15:28:10,3,80000
TKT0024679,16,2020-04-08 01:55:01,2,20000
TKT0024681,37,2023-11-27 18:03:07,3,40000
TKT0024692,10,2020-07-16 17:52:47,2,85000
TKT0024696,24,2024-10-27 08:38:34,1,250000
TKT0024697,14,2024-10-08 22:50:12,5,40000
TKT0024702,31,2020-01-16 08:52:25,3,15000
TKT0024703,29,2023-01-26 20:37:32,2,50000
TKT0024704,34,2023-06-03 22:15:17,5,50000
TKT0024706,24,2021-11-03 07:08:05,5,250000
TKT0024711,30,2024-06-11 10:26:25,3,30000
TKT0024712,40,2023-09-13 14:01:55,5,150000
TKT0024713,28,2021-11-11 01:20:35,1,35000
TKT0024717,13,2024-07-29 10:59:09,3,35000
TKT0024718,18,2020-01-14 02:51:41,3,40000
TKT0024722,27,2023-11-27 16:01:45,4,30000
TKT0024725,10,2022-01-12 22:27:37,5,85000
TKT0024727,11,2021-11-07 13:23:17,5,100000
TKT0024729,26,2022-04-27 10:26:55,4,25000
TKT0024730,29,2024-02-11 21:49:17,5,50000
TKT0024737,11,2020-05-28 16:09:16,4,100000
TKT0024739,38,2023-04-04 05:27:27,2,65000
TKT0024740,10,2023-05-03 08:57:12,2,85000
TKT0024742,4,2023-10-10 12:38:13,5,55000
TKT0024747,5,2024-06-16 11:01:03,5,65000
TKT0024749,14,2021-03-11 02:37:48,2,40000
TKT0024751,17,2023-03-31 04:16:09,2,30000
TKT0024754,18,2021-03-31 08:46:59,4,40000
TKT0024756,2,2023-07-07 11:02:04,1,60000
TKT0024757,8,2023-09-05 15:24:45,3,75000
TKT0024765,17,2021-12-04 14:04:40,5,30000
TKT0024770,12,2020-11-17 22:13:00,3,30000
TKT0024771,23,2020-10-10 10:19:33,3,200000
TKT0024772,17,2023-08-09 01:59:43,5,30000
TKT0024783,27,2020-06-29 04:09:48,4,30000
TKT0024786,7,2024-08-16 00:05:23,5,70000
TKT0024788,33,2021-09-14 04:16:16,3,35000
TKT0024789,34,2024-02-24 23:17:49,2,50000
TKT0024790,22,2023-06-26 12:56:17,3,150000
TKT0024793,2,2021-02-16 09:24:26,3,60000
TKT0024794,26,2024-11-19 04:12:03,4,25000
TKT0024795,23,2024-08-31 11:00:43,4,200000
TKT0024796,36,2021-01-25 09:04:43,2,55000
TKT0024800,6,2020-03-16 23:11:51,1,60000
TKT0024809,32,2023-05-13 01:12:45,3,40000
TKT0024810,24,2021-09-03 08:42:59,2,250000
TKT0024812,4,2020-10-16 08:59:41,3,55000
TKT0024817,1,2023-10-29 17:19:57,2,50000
TKT0024818,38,2024-01-10 00:05:18,4,65000
TKT0024819,17,2023-02-26 16:30:40,3,30000
TKT0024825,25,2023-07-30 14:18:55,5,180000
TKT0024828,6,2023-03-13 11:47:20,5,60000
TKT0024831,31,2023-05-28 10:33:01,3,15000
TKT0024832,22,2021-04-11 18:45:58,3,150000
TKT0024833,27,2021-10-22 06:09:52,2,30000
TKT0024837,22,2024-04-07 07:15:08,4,150000
TKT0024838,20,2022-11-25 09:01:38,4,40000
TKT0024841,17,2020-09-02 12:15:49,3,30000
TKT0024842,3,2022-02-14 00:24:33,2,45000
TKT0024846,17,2020-04-30 03:20:28,1,30000
TKT0024849,35,2024-05-06 00:57:50,4,60000
TKT0024851,12,2020-04-06 21:48:46,2,30000
TKT0024853,11,2024-02-27 10:01:58,5,100000
TKT0024854,15,2024-02-13 09:48:31,5,50000
TKT0024857,25,2022-09-25 13:50:04,1,180000
TKT0024863,15,2024-12-11 00:08:53,1,50000
TKT0024864,34,2024-12-05 20:21:45,2,50000
TKT0024866,14,2021-11-02 08:11:16,4,40000
TKT0024867,16,2023-08-01 04:56:41,5,20000
TKT0024869,32,2023-06-25 15:13:04,4,40000
TKT0024874,18,2020-04-02 10:38:44,5,40000
TKT0024875,24,2022-06-09 08:20:32,5,250000
TKT0024882,23,2022-11-04 15:03:57,3,200000
TKT0024883,9,2023-06-14 01:20:24,4,80000
TKT0024885,32,2023-08-04 17:29:05,1,40000
TKT0024886,33,2021-06-29 14:04:41,4,35000
TKT0024889,23,2023-10-18 22:48:24,3,200000
TKT0024904,34,2020-10-11 22:56:12,5,50000
TKT0024907,27,2024-01-31 14:52:46,1,30000
TKT0024913,35,2021-09-14 00:14:15,4,60000
TKT0024920,21,2020-03-17 02:24:34,2,35000
TKT0024921,27,2021-10-13 16:42:27,4,30000
TKT0024924,11,2022-08-06 04:43:29,5,100000
TKT0024928,18,2021-05-07 14:49:36,1,40000
TKT0024930,12,2023-12-25 06:10:50,5,30000
TKT0024932,7,2022-03-28 06:58:30,4,70000
TKT0024933,23,2021-12-21 12:54:00,1,200000
TKT0024935,18,2020-08-16 15:11:32,5,40000
TKT0024936,26,2023-10-13 15:44:58,2,25000
TKT0024939,12,2024-08-09 12:56:49,4,30000
TKT0024942,3,2023-04-01 05:43:26,5,45000
TKT0024943,8,2023-12-16 23:14:22,3,75000
TKT0024945,26,2024-11-27 19:44:25,3,25000
TKT0024948,33,2023-04-15 22:25:31,1,35000
TKT0024958,31,2022-08-12 13:49:11,1,15000
TKT0024960,22,2020-04-15 11:55:41,5,150000
TKT0024961,29,2022-04-14 06:17:44,3,50000
TKT0024962,18,2020-04-13 13:06:44,2,40000
TKT0024967,29,2024-06-30 23:56:29,4,50000
TKT0024968,30,2022-04-25 04:16:50,5,30000
TKT0024969,25,2023-02-14 13:09:12,5,180000
TKT0024974,1,2020-08-17 03:11:10,1,50000
TKT0024975,25,2022-12-31 09:09:10,3,180000
TKT0024979,14,2021-09-14 07:44:14,2,40000
TKT0024981,1,2022-11-10 07:04:59,4,50000
TKT0024982,6,2021-09-02 21:18:54,2,60000
TKT0024986,36,2021-04-05 17:25:28,1,55000
TKT0024988,37,2021-01-15 16:28:31,4,40000
TKT0024995,15,2024-11-11 14:09:15,3,50000
TKT0024996,25,2020-07-23 01:24:21,2,180000
TKT0024999,2,2022-04-22 02:25:05,4,60000
TKT0025003,7,2022-07-05 05:17:29,2,70000
TKT0025004,10,2023-02-26 19:45:28,2,85000
TKT0025006,28,2021-05-21 03:29:11,4,35000
TKT0025009,31,2024-09-10 15:54:45,4,15000
TKT0025012,29,2022-07-04 06:05:41,3,50000
TKT0025014,33,2020-03-05 14:54:45,1,35000
TKT0025017,5,2022-07-13 09:37:11,5,65000
TKT0025020,18,2022-04-17 03:48:30,1,40000
TKT0025022,18,2022-06-28 07:46:19,4,40000
TKT0025023,27,2024-03-12 03:58:26,1,30000
TKT0025025,13,2021-11-09 14:36:07,4,35000
TKT0025026,1,2021-07-17 19:45:14,5,50000
TKT0025030,24,2022-08-18 13:17:37,3,250000
TKT0025033,21,2023-05-20 22:19:29,1,35000
TKT0025038,38,2023-09-16 02:08:23,1,65000
TKT0025043,17,2024-01-22 23:46:32,2,30000
TKT0025047,32,2022-10-30 16:26:23,4,40000
TKT0025049,40,2024-01-17 05:57:25,2,150000
TKT0025050,8,2022-10-24 15:46:18,4,75000
TKT0025051,3,2021-09-28 00:37:02,1,45000
TKT0025052,19,2022-10-31 05:41:22,4,15000
TKT0025059,33,2020-09-17 20:16:38,5,35000
TKT0025061,3,2023-10-27 13:26:54,3,45000
TKT0025062,35,2022-06-30 08:42:38,5,60000
TKT0025065,11,2022-12-05 17:43:11,2,100000
TKT0025068,16,2024-04-14 20:55:05,1,20000
TKT0025069,6,2021-09-22 20:45:56,3,60000
TKT0025070,26,2023-01-15 12:42:58,5,25000
TKT0025071,39,2021-07-27 01:17:56,5,80000
TKT0025072,16,2021-05-11 23:57:05,2,20000
TKT0025077,38,2024-05-03 20:04:50,1,65000
TKT0025078,6,2023-05-19 00:14:18,5,60000
TKT0025081,11,2020-11-20 03:01:24,1,100000
TKT0025082,38,2023-01-19 15:10:56,1,65000
TKT0025083,19,2021-01-14 19:35:30,2,15000
TKT0025085,9,2023-10-01 13:12:37,1,80000
TKT0025087,2,2022-08-25 03:39:39,1,60000
TKT0025088,6,2021-02-25 17:12:36,1,60000
TKT0025094,10,2023-01-25 15:36:37,2,85000
TKT0025095,26,2021-05-14 17:10:45,1,25000
TKT0025099,33,2021-08-22 03:57:32,2,35000
TKT0025100,32,2024-11-23 05:33:18,5,40000
TKT0025106,20,2022-04-21 19:42:43,3,40000
TKT0025113,2,2022-12-28 12:22:47,4,60000
TKT0025114,35,2023-09-28 21:45:06,1,60000
TKT0025118,25,2021-04-24 20:03:08,4,180000
TKT0025119,27,2020-02-17 17:40:15,4,30000
TKT0025122,12,2024-05-26 09:12:23,1,30000
TKT0025124,25,2023-04-30 21:45:14,3,180000
TKT0025125,10,2023-10-16 20:49:24,1,85000
TKT0025127,32,2021-12-12 07:35:50,3,40000
TKT0025131,39,2022-11-09 01:18:23,1,80000
TKT0025132,37,2021-10-22 00:42:58,4,40000
TKT0025133,31,2022-07-24 23:31:19,5,15000
TKT0025136,30,2021-10-02 10:53:11,1,30000
TKT0025140,2,2021-09-29 23:46:07,2,60000
TKT0025141,11,2022-10-08 00:09:57,4,100000
TKT0025145,37,2024-12-27 07:22:17,2,40000
TKT0025146,10,2021-11-19 05:27:48,1,85000
TKT0025155,8,2024-11-18 21:49:31,5,75000
TKT0025156,20,2020-02-03 20:06:46,5,40000
TKT0025158,12,2022-10-28 15:26:30,1,30000
TKT0025159,5,2021-08-16 12:51:03,4,65000
TKT0025164,4,2020-05-04 03:19:21,4,55000
TKT0025166,18,2021-06-23 08:58:02,5,40000
TKT0025167,5,2022-12-19 18:30:03,1,65000
TKT0025170,24,2021-03-05 08:32:52,3,250000
TKT0025171,13,2022-04-27 01:24:48,5,35000
TKT0025175,18,2021-06-01 19:22:02,5,40000
TKT0025176,25,2023-03-05 18:34:02,4,180000
TKT0025177,26,2023-08-30 13:06:07,5,25000
TKT0025178,9,2024-03-09 18:41:58,5,80000
TKT0025181,18,2020-04-23 22:35:02,5,40000
TKT0025189,28,2022-06-24 12:20:20,2,35000
TKT0025193,12,2021-09-20 19:41:27,4,30000
TKT0025194,22,2023-01-16 06:00:47,4,150000
TKT0025197,31,2024-09-03 04:27:54,5,15000
TKT0025198,18,2022-10-07 08:02:20,4,40000
TKT0025200,32,2022-07-24 07:36:51,4,40000
TKT0025202,7,2024-10-30 07:30:57,5,70000
TKT0025206,5,2022-06-23 14:15:18,1,65000
TKT0025208,25,2024-03-17 08:39:15,2,180000
TKT0025209,14,2021-01-09 13:41:19,5,40000
TKT0025210,27,2021-03-08 12:11:07,1,30000
TKT0025211,16,2020-10-28 15:38:45,3,20000
TKT0025213,4,2021-07-04 07:00:31,4,55000
TKT0025216,4,2024-04-23 10:09:22,3,55000
TKT0025218,6,2020-09-19 19:00:52,2,60000
TKT0025226,6,2024-02-06 14:24:39,4,60000
TKT0025230,23,2024-01-30 06:55:53,4,200000
TKT0025232,7,2020-09-01 23:51:10,5,70000
TKT0025235,20,2020-03-29 16:55:59,4,40000
TKT0025237,27,2021-01-11 14:47:08,4,30000
TKT0025239,9,2023-01-28 15:53:21,1,80000
TKT0025240,14,2020-11-06 10:09:42,4,40000
TKT0025251,12,2022-09-16 00:23:06,5,30000
TKT0025254,3,2020-06-23 12:52:02,3,45000
TKT0025264,23,2024-08-13 17:01:04,4,200000
TKT0025266,36,2020-04-01 03:09:16,5,55000
TKT0025273,18,2020-01-14 18:21:32,2,40000
TKT0025279,27,2022-05-03 11:52:56,3,30000
TKT0025280,38,2023-11-16 17:56:46,1,65000
TKT0025284,1,2021-08-11 00:46:55,3,50000
TKT0025289,33,2023-01-16 16:54:59,5,35000
TKT0025295,8,2020-03-07 08:22:27,3,75000
TKT0025301,6,2022-03-04 04:43:36,4,60000
TKT0025303,24,2020-10-28 20:26:32,2,250000
TKT0025305,25,2023-09-07 04:12:54,2,180000
TKT0025306,8,2024-08-10 14:52:20,5,75000
TKT0025312,26,2021-05-17 14:32:55,3,25000
TKT0025317,15,2022-03-26 05:14:18,1,50000
TKT0025319,29,2024-07-31 12:55:08,3,50000
TKT0025324,8,2024-08-01 15:33:29,1,75000
TKT0025327,19,2024-08-01 13:13:33,4,15000
TKT0025330,39,2021-04-23 21:37:31,1,80000
TKT0025332,39,2020-03-03 02:33:18,5,80000
TKT0025333,1,2024-07-17 11:27:57,5,50000
TKT0025336,11,2022-12-07 09:05:57,1,100000
TKT0025338,37,2022-11-01 01:47:42,1,40000
TKT0025341,22,2020-09-13 12:54:08,3,150000
TKT0025342,12,2021-03-07 11:08:47,4,30000
TKT0025343,13,2021-11-26 17:28:44,1,35000
TKT0025345,25,2020-07-10 11:02:03,4,180000
TKT0025347,13,2020-08-28 14:38:56,2,35000
TKT0025350,1,2021-02-25 03:24:30,2,50000
TKT0025351,20,2023-03-17 18:09:59,5,40000
TKT0025355,17,2020-01-23 18:19:23,3,30000
TKT0025356,10,2020-07-09 04:30:28,1,85000
TKT0025358,17,2021-08-24 18:42:13,1,30000
