SOTicketID,DishID,OrderTime,Quantity,Price
TKT0085425,2,2024-11-07 00:00:00,4,240000
TKT0022526,7,2023-12-10 00:00:00,3,210000
TKT0090066,31,2024-09-20 00:00:00,1,15000
TKT0059458,38,2023-10-09 00:00:00,1,65000
TKT0032222,12,2024-04-03 00:00:00,1,30000
TKT0047556,8,2024-05-22 00:00:00,1,75000
TKT0069543,15,2024-01-16 00:00:00,2,100000
TKT0032650,22,2023-01-18 00:00:00,2,300000
TKT0020956,6,2024-06-16 00:00:00,3,180000
TKT0042119,1,2023-12-12 00:00:00,3,150000
TKT0082787,2,2024-04-25 00:00:00,5,300000
TKT0028373,40,2023-03-31 00:00:00,4,600000
TKT0099955,9,2023-10-21 00:00:00,4,320000
TKT0048563,13,2023-09-19 00:00:00,4,140000
TKT0070106,20,2024-06-04 00:00:00,5,200000
TKT0087312,33,2023-04-18 00:00:00,5,175000
TKT0038087,9,2024-06-05 00:00:00,2,160000
TKT0044935,6,2023-05-30 00:00:00,4,240000
TKT0047583,5,2023-01-06 00:00:00,4,260000
TKT0058426,32,2023-09-06 00:00:00,1,40000
TKT0041279,16,2024-03-26 00:00:00,4,80000
TKT0092218,8,2024-08-07 00:00:00,3,225000
TKT0028135,39,2023-08-15 00:00:00,3,240000
TKT0057638,40,2023-11-14 00:00:00,1,150000
TKT0084290,30,2023-03-22 00:00:00,3,90000
TKT0099500,26,2024-06-27 00:00:00,3,75000
TKT0078595,27,2024-12-01 00:00:00,2,60000
TKT0045450,2,2024-02-03 00:00:00,2,120000
TKT0033854,36,2024-03-27 00:00:00,5,275000
TKT0062495,11,2024-09-10 00:00:00,2,200000
TKT0081907,17,2024-11-24 00:00:00,2,60000
TKT0083696,1,2023-06-16 00:00:00,4,200000
TKT0083236,35,2023-09-19 00:00:00,5,300000
TKT0061592,39,2024-11-15 00:00:00,4,320000
TKT0018682,31,2023-03-16 00:00:00,4,60000
TKT0070335,2,2023-08-08 00:00:00,4,240000
TKT0073268,3,2024-12-01 00:00:00,4,180000
TKT0022985,26,2024-09-15 00:00:00,3,75000
TKT0033062,4,2023-07-03 00:00:00,3,165000
TKT0015166,33,2023-07-19 00:00:00,1,35000
TKT0024550,9,2023-06-11 00:00:00,1,80000
TKT0090505,21,2024-06-20 00:00:00,3,105000
TKT0012172,11,2023-05-04 00:00:00,2,200000
TKT0057554,20,2024-11-01 00:00:00,2,80000
TKT0051834,10,2024-04-28 00:00:00,1,85000
TKT0055607,36,2024-06-25 00:00:00,5,275000
TKT0054402,7,2024-01-28 00:00:00,1,70000
TKT0080537,19,2023-04-28 00:00:00,3,45000
TKT0040358,5,2024-05-08 00:00:00,4,260000
TKT0034529,6,2023-03-29 00:00:00,5,300000
TKT0078031,3,2023-09-02 00:00:00,5,225000
TKT0010538,18,2023-03-06 00:00:00,2,80000
TKT0080341,24,2023-04-23 00:00:00,5,1250000
TKT0099706,28,2024-08-23 00:00:00,4,140000
TKT0087359,7,2024-04-18 00:00:00,3,210000
TKT0054696,20,2023-09-12 00:00:00,2,80000
TKT0087124,31,2024-05-25 00:00:00,2,30000
TKT0083653,14,2023-01-11 00:00:00,3,120000
TKT0042721,2,2024-03-31 00:00:00,4,240000
TKT0048773,20,2023-01-31 00:00:00,1,40000
TKT0043553,21,2024-06-12 00:00:00,3,105000
TKT0042021,24,2024-05-28 00:00:00,3,750000
TKT0056864,13,2023-07-30 00:00:00,2,70000
TKT0022120,5,2024-09-26 00:00:00,3,195000
TKT0027980,1,2023-01-02 00:00:00,4,200000
TKT0058924,30,2024-02-19 00:00:00,2,60000
TKT0072253,13,2023-02-13 00:00:00,5,175000
TKT0046375,34,2023-04-12 00:00:00,3,150000
TKT0098307,13,2024-05-25 00:00:00,1,35000
TKT0064052,5,2023-08-17 00:00:00,2,130000
TKT0020462,28,2023-04-15 00:00:00,4,140000
TKT0082073,17,2023-12-30 00:00:00,4,120000
TKT0087000,39,2023-06-17 00:00:00,2,160000
TKT0070397,40,2024-01-18 00:00:00,4,600000
TKT0025246,10,2024-08-02 00:00:00,4,340000
TKT0033362,29,2023-03-18 00:00:00,1,50000
TKT0076166,9,2023-10-02 00:00:00,4,320000
TKT0022496,38,2023-08-03 00:00:00,1,65000
TKT0066348,40,2024-02-01 00:00:00,3,450000
TKT0043661,19,2024-08-15 00:00:00,5,75000
TKT0097167,12,2024-05-24 00:00:00,2,60000
TKT0026844,29,2023-05-18 00:00:00,4,200000
TKT0093051,29,2024-03-03 00:00:00,5,250000
TKT0084805,32,2024-02-29 00:00:00,4,160000
TKT0084328,40,2024-05-01 00:00:00,1,150000
TKT0039060,4,2023-02-21 00:00:00,4,220000
TKT0061825,35,2023-08-08 00:00:00,2,120000
TKT0011516,3,2023-02-04 00:00:00,3,135000
TKT0068816,14,2023-04-29 00:00:00,1,40000
TKT0016133,37,2024-08-31 00:00:00,3,120000
TKT0071158,34,2024-04-13 00:00:00,4,200000
TKT0018758,24,2024-07-27 00:00:00,1,250000
TKT0072725,35,2023-09-23 00:00:00,1,60000
TKT0020687,28,2023-04-06 00:00:00,2,70000
TKT0089367,17,2024-02-29 00:00:00,3,90000
TKT0031109,37,2023-01-26 00:00:00,2,80000
TKT0081376,13,2024-09-23 00:00:00,2,70000
TKT0078254,22,2023-09-12 00:00:00,5,750000
TKT0010796,6,2023-06-10 00:00:00,3,180000
TKT0089808,25,2024-08-10 00:00:00,5,900000
TKT0050153,32,2024-01-15 00:00:00,4,160000
TKT0029667,18,2023-10-07 00:00:00,5,200000
TKT0061467,2,2024-11-06 00:00:00,4,240000
TKT0027324,13,2023-03-15 00:00:00,1,35000
TKT0047847,24,2024-12-23 00:00:00,4,1000000
TKT0082837,9,2023-03-31 00:00:00,2,160000
TKT0028060,11,2023-05-04 00:00:00,2,200000
TKT0081831,33,2024-12-18 00:00:00,4,140000
TKT0057405,20,2024-02-24 00:00:00,2,80000
TKT0091827,15,2024-09-02 00:00:00,4,200000
TKT0095066,6,2023-12-16 00:00:00,5,300000
TKT0054369,15,2023-04-21 00:00:00,1,50000
TKT0066615,33,2023-08-15 00:00:00,5,175000
TKT0091769,19,2024-03-05 00:00:00,4,60000
TKT0065765,14,2023-11-22 00:00:00,4,160000
TKT0046944,11,2023-08-21 00:00:00,3,300000
TKT0047858,10,2023-09-21 00:00:00,1,85000
TKT0096210,33,2023-03-29 00:00:00,1,35000
TKT0091049,25,2024-11-09 00:00:00,3,540000
TKT0077204,38,2023-11-10 00:00:00,3,195000
TKT0095614,31,2023-04-01 00:00:00,3,45000
TKT0042619,34,2024-04-10 00:00:00,3,150000
TKT0055450,7,2024-02-26 00:00:00,3,210000
TKT0042432,37,2024-03-17 00:00:00,2,80000
TKT0016721,16,2024-07-31 00:00:00,2,40000
TKT0034019,38,2024-12-04 00:00:00,4,260000
TKT0092422,31,2023-09-02 00:00:00,1,15000
TKT0047979,5,2024-12-03 00:00:00,5,325000
TKT0025477,10,2023-08-05 00:00:00,3,255000
TKT0084913,33,2023-05-18 00:00:00,4,140000
TKT0016841,19,2023-10-30 00:00:00,2,30000
TKT0065523,8,2024-12-04 00:00:00,3,225000
TKT0067098,10,2024-08-23 00:00:00,3,255000
TKT0052653,2,2023-09-26 00:00:00,5,300000
TKT0073894,9,2023-05-25 00:00:00,4,320000
TKT0021206,32,2024-02-13 00:00:00,2,80000
TKT0070664,3,2023-11-14 00:00:00,1,45000
TKT0019157,35,2023-12-17 00:00:00,4,240000
TKT0054193,10,2024-09-06 00:00:00,4,340000
TKT0088020,36,2024-04-09 00:00:00,5,275000
TKT0095390,21,2023-07-07 00:00:00,2,70000
TKT0083472,23,2023-04-11 00:00:00,3,600000
TKT0059923,3,2023-05-23 00:00:00,2,90000
TKT0031924,8,2023-08-05 00:00:00,5,375000
TKT0091787,22,2023-02-26 00:00:00,4,600000
TKT0095909,13,2023-02-03 00:00:00,5,175000
TKT0064915,35,2023-02-23 00:00:00,1,60000
TKT0084154,7,2024-10-09 00:00:00,5,350000
TKT0083141,20,2023-03-23 00:00:00,5,200000
TKT0035057,40,2024-08-05 00:00:00,1,150000
TKT0038494,24,2024-09-21 00:00:00,2,500000
TKT0090065,15,2024-11-11 00:00:00,5,250000
TKT0086208,19,2024-09-14 00:00:00,3,45000
TKT0064679,8,2023-04-11 00:00:00,2,150000
TKT0034853,15,2024-06-27 00:00:00,5,250000
TKT0073469,27,2023-03-18 00:00:00,5,150000
TKT0079595,34,2024-11-03 00:00:00,1,50000
TKT0046674,24,2024-07-11 00:00:00,1,250000
TKT0066895,13,2023-02-24 00:00:00,5,175000
TKT0033969,18,2023-03-28 00:00:00,4,160000
TKT0052766,4,2024-08-10 00:00:00,2,110000
TKT0014692,36,2023-03-05 00:00:00,4,220000
TKT0086375,18,2024-01-26 00:00:00,3,120000
TKT0045825,3,2023-09-04 00:00:00,1,45000
TKT0043775,29,2023-10-06 00:00:00,2,100000
TKT0017882,9,2023-05-11 00:00:00,4,320000
TKT0082026,8,2023-07-25 00:00:00,2,150000
TKT0015517,18,2024-02-07 00:00:00,2,80000
TKT0097366,35,2024-02-01 00:00:00,5,300000
TKT0037521,30,2024-10-20 00:00:00,3,90000
TKT0076904,36,2024-12-26 00:00:00,1,55000
TKT0050419,10,2024-03-27 00:00:00,1,85000
TKT0090228,9,2023-02-01 00:00:00,5,400000
TKT0085395,28,2023-03-31 00:00:00,3,105000
TKT0069740,29,2024-08-28 00:00:00,2,100000
TKT0075814,5,2024-05-13 00:00:00,2,130000
TKT0028731,20,2023-07-31 00:00:00,1,40000
TKT0093246,23,2024-09-26 00:00:00,5,1000000
TKT0083059,13,2024-06-27 00:00:00,3,105000
TKT0081529,30,2024-09-25 00:00:00,4,120000
TKT0085331,8,2024-02-12 00:00:00,3,225000
TKT0026209,25,2024-04-10 00:00:00,4,720000
TKT0024684,4,2023-11-25 00:00:00,5,275000
TKT0072407,3,2024-06-05 00:00:00,5,225000
TKT0034632,21,2024-11-21 00:00:00,1,35000
TKT0032283,13,2023-02-17 00:00:00,2,70000
TKT0049021,6,2023-11-26 00:00:00,3,180000
TKT0064825,35,2023-06-23 00:00:00,1,60000
TKT0031448,23,2024-12-20 00:00:00,4,800000
TKT0086261,6,2023-03-24 00:00:00,2,120000
TKT0083217,37,2024-06-05 00:00:00,1,40000
TKT0016423,9,2023-10-09 00:00:00,3,240000
TKT0012429,36,2024-03-06 00:00:00,4,220000
TKT0099286,34,2024-05-07 00:00:00,3,150000
TKT0071886,17,2024-08-21 00:00:00,1,30000
TKT0093812,35,2024-06-12 00:00:00,4,240000
TKT0065730,28,2024-01-02 00:00:00,3,105000
TKT0075965,26,2024-03-20 00:00:00,3,75000
TKT0024848,3,2023-10-11 00:00:00,4,180000
TKT0029782,10,2023-01-26 00:00:00,1,85000
TKT0050117,24,2024-06-30 00:00:00,4,1000000
TKT0062322,22,2023-04-14 00:00:00,2,300000
TKT0031232,40,2024-07-18 00:00:00,4,600000
TKT0011865,7,2023-02-18 00:00:00,3,210000
TKT0069039,12,2023-09-30 00:00:00,4,120000
TKT0021530,36,2023-05-25 00:00:00,2,110000
TKT0053903,17,2023-08-28 00:00:00,2,60000
TKT0024029,27,2023-11-06 00:00:00,5,150000
TKT0024761,31,2023-12-07 00:00:00,1,15000
TKT0015082,21,2023-11-09 00:00:00,5,175000
TKT0080752,3,2023-01-19 00:00:00,2,90000
TKT0054318,27,2023-08-11 00:00:00,2,60000
TKT0090875,37,2023-10-13 00:00:00,3,120000
TKT0096427,20,2024-02-04 00:00:00,1,40000
TKT0043204,9,2024-08-09 00:00:00,2,160000
TKT0027126,2,2023-06-09 00:00:00,2,120000
TKT0040342,21,2023-09-07 00:00:00,4,140000
TKT0024612,1,2024-05-31 00:00:00,3,150000
TKT0074178,35,2024-05-14 00:00:00,2,120000
TKT0010430,5,2024-12-20 00:00:00,5,325000
TKT0096882,16,2024-01-21 00:00:00,2,40000
TKT0016234,3,2024-02-28 00:00:00,1,45000
TKT0098051,21,2024-10-06 00:00:00,5,175000
TKT0042517,25,2024-03-14 00:00:00,3,540000
TKT0081632,29,2024-03-24 00:00:00,2,100000
TKT0023519,26,2023-11-18 00:00:00,4,100000
TKT0089440,23,2024-07-18 00:00:00,3,600000
TKT0096894,34,2024-03-07 00:00:00,3,150000
TKT0035735,3,2024-12-28 00:00:00,3,135000
TKT0034279,27,2023-05-03 00:00:00,3,90000
TKT0056284,33,2023-07-19 00:00:00,4,140000
TKT0076091,2,2024-04-29 00:00:00,1,60000
TKT0038566,36,2024-03-26 00:00:00,4,220000
TKT0041525,24,2024-07-24 00:00:00,1,250000
TKT0070957,31,2024-11-28 00:00:00,5,75000
TKT0048236,8,2023-02-26 00:00:00,2,150000
TKT0058204,40,2024-12-17 00:00:00,4,600000
TKT0056417,11,2024-04-15 00:00:00,1,100000
TKT0034207,33,2023-01-29 00:00:00,3,105000
TKT0015453,24,2024-10-29 00:00:00,3,750000
TKT0041029,34,2023-12-08 00:00:00,2,100000
TKT0010138,4,2024-02-09 00:00:00,3,165000
TKT0019225,28,2023-12-06 00:00:00,3,105000
TKT0027643,21,2024-02-14 00:00:00,4,140000
TKT0097954,2,2024-10-16 00:00:00,2,120000
TKT0046007,36,2023-04-06 00:00:00,1,55000
TKT0075349,7,2023-05-15 00:00:00,4,280000
TKT0092482,14,2023-10-11 00:00:00,4,160000
TKT0067349,14,2023-01-14 00:00:00,4,160000
TKT0051455,12,2023-11-19 00:00:00,3,90000
TKT0075986,4,2023-07-23 00:00:00,3,165000
TKT0094472,34,2024-01-23 00:00:00,5,250000
TKT0041491,8,2023-12-05 00:00:00,1,75000
TKT0041637,37,2023-04-20 00:00:00,3,120000
TKT0098640,37,2024-02-13 00:00:00,2,80000
TKT0090448,37,2023-04-18 00:00:00,1,40000
TKT0046706,11,2024-01-25 00:00:00,1,100000
TKT0095742,24,2023-09-25 00:00:00,5,1250000
TKT0045470,8,2024-11-17 00:00:00,4,300000
TKT0033671,10,2024-04-04 00:00:00,4,340000
TKT0064356,24,2024-01-03 00:00:00,5,1250000
TKT0055257,8,2024-08-27 00:00:00,5,375000
TKT0059737,18,2023-05-30 00:00:00,2,80000
TKT0066483,29,2023-01-05 00:00:00,4,200000
TKT0055075,4,2024-12-07 00:00:00,5,275000
TKT0054467,39,2023-05-30 00:00:00,5,400000
TKT0014037,20,2024-10-11 00:00:00,2,80000
TKT0022898,3,2023-04-24 00:00:00,4,180000
TKT0050981,37,2024-07-02 00:00:00,3,120000
TKT0050498,21,2023-11-28 00:00:00,3,105000
TKT0067550,21,2023-10-22 00:00:00,3,105000
TKT0034210,10,2024-01-27 00:00:00,2,170000
TKT0025165,12,2023-06-18 00:00:00,5,150000
TKT0038351,21,2024-09-06 00:00:00,5,175000
TKT0070734,35,2024-02-06 00:00:00,1,60000
TKT0077167,36,2024-02-01 00:00:00,5,275000
TKT0015861,16,2024-01-23 00:00:00,3,60000
TKT0088647,35,2023-09-21 00:00:00,2,120000
TKT0031721,31,2023-01-11 00:00:00,2,30000
TKT0045977,1,2023-07-31 00:00:00,3,150000
TKT0025834,13,2024-05-18 00:00:00,2,70000
TKT0020240,4,2024-09-06 00:00:00,1,55000
TKT0049998,14,2023-08-31 00:00:00,4,160000
TKT0023977,24,2023-11-26 00:00:00,1,250000
TKT0063419,22,2023-10-14 00:00:00,3,450000
TKT0064195,36,2024-06-15 00:00:00,4,220000
TKT0014093,11,2024-04-30 00:00:00,3,300000
TKT0048272,15,2023-05-05 00:00:00,2,100000
TKT0073745,38,2023-12-30 00:00:00,4,260000
TKT0069317,22,2023-08-23 00:00:00,5,750000
TKT0021415,28,2023-06-02 00:00:00,3,105000
TKT0084939,18,2023-07-13 00:00:00,1,40000
TKT0063471,9,2023-09-16 00:00:00,3,240000
TKT0059642,16,2023-04-27 00:00:00,4,80000
TKT0080187,34,2024-06-16 00:00:00,5,250000
TKT0032013,38,2024-09-19 00:00:00,4,260000
TKT0021143,25,2024-09-06 00:00:00,3,540000
TKT0043841,39,2024-08-19 00:00:00,2,160000
TKT0058795,2,2023-02-17 00:00:00,3,180000
TKT0020063,16,2024-11-09 00:00:00,1,20000
TKT0011743,21,2024-05-27 00:00:00,1,35000
TKT0094518,40,2023-08-22 00:00:00,3,450000
TKT0097054,4,2023-11-20 00:00:00,5,275000
TKT0012780,25,2024-06-13 00:00:00,4,720000
TKT0011158,40,2024-01-30 00:00:00,5,750000
TKT0076861,15,2023-01-05 00:00:00,3,150000
TKT0021021,16,2023-03-31 00:00:00,4,80000
TKT0069077,27,2024-02-03 00:00:00,2,60000
TKT0088812,27,2024-07-11 00:00:00,5,150000
TKT0032351,34,2023-11-18 00:00:00,4,200000
TKT0048029,34,2024-11-24 00:00:00,2,100000
TKT0053785,30,2023-03-11 00:00:00,1,30000
TKT0023845,1,2023-07-30 00:00:00,1,50000
TKT0050109,4,2024-11-11 00:00:00,2,110000
TKT0040495,23,2023-07-11 00:00:00,4,800000
TKT0025118,9,2024-02-07 00:00:00,5,400000
TKT0072396,20,2023-11-06 00:00:00,3,120000
TKT0058354,39,2024-05-19 00:00:00,2,160000
TKT0042149,31,2024-02-15 00:00:00,3,45000
TKT0061055,28,2023-03-02 00:00:00,3,105000
TKT0069089,27,2023-11-02 00:00:00,5,150000
TKT0049681,17,2024-11-06 00:00:00,5,150000
TKT0047756,9,2024-11-01 00:00:00,1,80000
TKT0039235,8,2024-07-28 00:00:00,1,75000
TKT0024580,11,2023-11-18 00:00:00,3,300000
TKT0069772,5,2024-06-17 00:00:00,1,65000
TKT0030769,38,2024-10-15 00:00:00,5,325000
TKT0074188,4,2023-11-09 00:00:00,2,110000
TKT0064124,10,2024-06-12 00:00:00,5,425000
TKT0080139,14,2024-03-23 00:00:00,3,120000
TKT0068039,9,2024-03-01 00:00:00,5,400000
TKT0082372,36,2023-06-27 00:00:00,2,110000
TKT0059452,7,2023-06-01 00:00:00,2,140000
TKT0087583,15,2023-12-21 00:00:00,5,250000
TKT0060403,24,2023-03-15 00:00:00,1,250000
TKT0044881,36,2023-04-26 00:00:00,4,220000
TKT0033422,33,2024-04-12 00:00:00,4,140000
TKT0033422,28,2023-03-10 00:00:00,1,35000
TKT0076526,20,2023-01-13 00:00:00,5,200000
TKT0087865,12,2023-12-17 00:00:00,4,120000
TKT0098965,19,2023-08-05 00:00:00,5,75000
TKT0039848,8,2023-04-03 00:00:00,3,225000
TKT0048436,18,2023-08-11 00:00:00,5,200000
TKT0023853,12,2023-07-31 00:00:00,3,90000
TKT0043454,20,2023-05-26 00:00:00,1,40000
TKT0041360,31,2024-09-08 00:00:00,1,15000
TKT0097685,30,2024-07-01 00:00:00,2,60000
TKT0020483,17,2024-02-13 00:00:00,4,120000
TKT0040841,28,2024-08-10 00:00:00,3,105000
TKT0065425,31,2023-11-20 00:00:00,4,60000
TKT0057035,35,2023-01-17 00:00:00,3,180000
TKT0010129,13,2023-02-22 00:00:00,4,140000
TKT0026420,13,2023-10-13 00:00:00,1,35000
TKT0044013,5,2024-08-12 00:00:00,5,325000
TKT0072473,13,2024-09-05 00:00:00,2,70000
TKT0016990,29,2024-04-16 00:00:00,3,150000
TKT0046700,19,2024-03-09 00:00:00,5,75000
TKT0012450,6,2023-09-16 00:00:00,2,120000
TKT0090322,7,2023-09-02 00:00:00,1,70000
TKT0082353,27,2023-03-22 00:00:00,4,120000
TKT0028293,25,2023-05-17 00:00:00,2,360000
TKT0083335,7,2024-07-26 00:00:00,3,210000
TKT0019993,1,2023-01-27 00:00:00,2,100000
TKT0023872,34,2023-01-14 00:00:00,3,150000
TKT0070829,23,2024-01-21 00:00:00,5,1000000
TKT0035385,19,2023-11-01 00:00:00,2,30000
TKT0028727,20,2024-06-29 00:00:00,4,160000
TKT0076784,24,2023-01-02 00:00:00,2,500000
TKT0045476,5,2024-10-01 00:00:00,5,325000
TKT0027807,29,2024-09-21 00:00:00,5,250000
TKT0024842,33,2024-10-23 00:00:00,1,35000
TKT0038144,4,2024-06-17 00:00:00,3,165000
TKT0038378,20,2024-12-20 00:00:00,5,200000
TKT0041020,10,2023-12-26 00:00:00,5,425000
TKT0083215,29,2023-08-26 00:00:00,3,150000
TKT0043014,24,2023-07-15 00:00:00,4,1000000
TKT0018066,26,2023-02-20 00:00:00,3,75000
TKT0092412,37,2023-10-05 00:00:00,2,80000
TKT0053802,7,2024-12-22 00:00:00,5,350000
TKT0094364,24,2024-08-06 00:00:00,1,250000
TKT0091778,21,2023-12-29 00:00:00,4,140000
TKT0065163,31,2023-07-19 00:00:00,5,75000
TKT0040993,16,2023-06-16 00:00:00,5,100000
TKT0018942,24,2024-07-22 00:00:00,2,500000
TKT0084826,8,2023-09-21 00:00:00,4,300000
TKT0065447,14,2024-05-10 00:00:00,3,120000
TKT0066767,37,2024-12-19 00:00:00,2,80000
TKT0012345,37,2024-06-02 00:00:00,2,80000
TKT0088044,12,2023-06-26 00:00:00,2,60000
TKT0062299,22,2024-06-23 00:00:00,1,150000
TKT0071627,5,2023-11-14 00:00:00,2,130000
TKT0049367,9,2024-03-03 00:00:00,5,400000
TKT0069554,13,2024-05-30 00:00:00,5,175000
TKT0050764,16,2023-06-12 00:00:00,4,80000
TKT0019723,8,2023-07-15 00:00:00,1,75000
TKT0089077,25,2023-09-16 00:00:00,1,180000
TKT0048863,4,2024-12-09 00:00:00,5,275000
TKT0083112,34,2024-08-09 00:00:00,2,100000
TKT0063226,36,2024-08-13 00:00:00,2,110000
TKT0084010,36,2023-12-05 00:00:00,3,165000
TKT0036607,19,2024-01-31 00:00:00,3,45000
TKT0058065,16,2023-12-22 00:00:00,4,80000
TKT0068770,13,2023-07-16 00:00:00,4,140000
TKT0079088,21,2023-03-09 00:00:00,4,140000
TKT0095578,2,2024-03-07 00:00:00,5,300000
TKT0099571,37,2023-02-15 00:00:00,2,80000
TKT0018467,2,2023-10-16 00:00:00,2,120000
TKT0093808,25,2024-10-24 00:00:00,1,180000
TKT0056752,4,2024-10-22 00:00:00,1,55000
TKT0062701,14,2024-02-13 00:00:00,4,160000
TKT0014690,24,2023-04-18 00:00:00,2,500000
TKT0046625,28,2024-10-04 00:00:00,4,140000
TKT0071164,25,2024-10-13 00:00:00,2,360000
TKT0080477,6,2023-12-04 00:00:00,2,120000
TKT0095447,12,2024-02-06 00:00:00,5,150000
TKT0069303,30,2024-01-24 00:00:00,5,150000
TKT0095062,22,2024-05-04 00:00:00,5,750000
TKT0072310,14,2024-11-14 00:00:00,1,40000
TKT0010039,19,2024-06-04 00:00:00,5,75000
TKT0076581,25,2024-03-09 00:00:00,2,360000
TKT0072341,33,2023-12-21 00:00:00,2,70000
TKT0021266,19,2024-03-10 00:00:00,1,15000
TKT0035141,21,2023-11-21 00:00:00,4,140000
TKT0033372,17,2023-11-21 00:00:00,4,120000
TKT0079935,4,2023-02-27 00:00:00,2,110000
TKT0091538,21,2024-12-01 00:00:00,4,140000
TKT0093997,33,2023-01-12 00:00:00,1,35000
TKT0084106,32,2024-02-15 00:00:00,2,80000
TKT0057539,25,2024-02-05 00:00:00,2,360000
TKT0051322,24,2023-04-21 00:00:00,2,500000
TKT0087999,16,2024-08-24 00:00:00,2,40000
TKT0041514,35,2024-02-20 00:00:00,3,180000
TKT0029527,4,2023-02-24 00:00:00,1,55000
TKT0075790,1,2023-07-19 00:00:00,4,200000
TKT0078711,11,2024-01-18 00:00:00,5,500000
TKT0042384,30,2024-10-31 00:00:00,1,30000
TKT0084459,5,2023-12-07 00:00:00,1,65000
TKT0081457,14,2023-08-22 00:00:00,2,80000
TKT0084229,27,2024-10-23 00:00:00,3,90000
TKT0064947,40,2023-07-18 00:00:00,5,750000
TKT0061006,40,2023-01-06 00:00:00,1,150000
TKT0081299,25,2024-05-16 00:00:00,4,720000
TKT0084941,35,2023-03-07 00:00:00,5,300000
TKT0041522,31,2023-09-07 00:00:00,3,45000
TKT0052393,25,2023-09-09 00:00:00,5,900000
TKT0095458,13,2023-02-13 00:00:00,1,35000
TKT0084344,2,2023-10-16 00:00:00,2,120000
TKT0010730,17,2023-10-16 00:00:00,3,90000
TKT0056666,40,2024-10-29 00:00:00,5,750000
TKT0049097,21,2024-05-14 00:00:00,3,105000
TKT0055460,4,2023-05-03 00:00:00,4,220000
TKT0021219,35,2023-06-05 00:00:00,2,120000
TKT0025022,33,2024-04-02 00:00:00,1,35000
TKT0088737,10,2024-07-17 00:00:00,2,170000
TKT0016309,27,2024-11-28 00:00:00,3,90000
TKT0085469,31,2024-07-15 00:00:00,2,30000
TKT0030220,32,2024-07-27 00:00:00,5,200000
TKT0079350,27,2024-07-19 00:00:00,5,150000
TKT0046864,14,2023-07-29 00:00:00,2,80000
TKT0047662,4,2023-04-28 00:00:00,5,275000
TKT0051781,8,2023-01-27 00:00:00,5,375000
TKT0085828,40,2024-03-24 00:00:00,4,600000
TKT0085832,15,2023-04-17 00:00:00,1,50000
TKT0029610,23,2023-01-24 00:00:00,4,800000
TKT0084300,31,2024-06-15 00:00:00,1,15000
TKT0018712,40,2024-12-09 00:00:00,1,150000
TKT0057808,9,2024-12-23 00:00:00,1,80000
TKT0066974,28,2023-05-24 00:00:00,5,175000
TKT0056813,18,2023-09-20 00:00:00,1,40000
TKT0050616,13,2024-09-29 00:00:00,1,35000
TKT0012271,27,2024-10-22 00:00:00,5,150000
TKT0056001,33,2024-03-29 00:00:00,4,140000
TKT0041564,10,2023-07-01 00:00:00,3,255000
TKT0021861,26,2023-01-11 00:00:00,5,125000
TKT0058585,23,2024-01-03 00:00:00,1,200000
TKT0029946,22,2024-11-19 00:00:00,4,600000
TKT0024768,4,2023-07-26 00:00:00,4,220000
TKT0059915,15,2023-06-12 00:00:00,5,250000
TKT0054727,26,2024-12-15 00:00:00,1,25000
TKT0015418,23,2024-08-13 00:00:00,4,800000
TKT0036537,32,2023-07-25 00:00:00,1,40000
TKT0020887,23,2023-06-06 00:00:00,5,1000000
TKT0059456,13,2023-07-03 00:00:00,3,105000
TKT0037331,4,2024-07-27 00:00:00,5,275000
TKT0069913,12,2023-05-20 00:00:00,1,30000
TKT0093883,39,2024-04-25 00:00:00,3,240000
TKT0080423,28,2024-04-06 00:00:00,2,70000
TKT0050212,29,2023-02-06 00:00:00,2,100000
TKT0039899,24,2023-07-24 00:00:00,3,750000
TKT0034563,13,2023-03-30 00:00:00,1,35000
TKT0013378,35,2023-10-19 00:00:00,1,60000
TKT0080978,29,2023-04-27 00:00:00,3,150000
TKT0088634,36,2024-01-09 00:00:00,3,165000
TKT0026102,2,2023-09-04 00:00:00,5,300000
TKT0069359,23,2023-02-07 00:00:00,4,800000
TKT0032724,7,2024-05-13 00:00:00,5,350000
TKT0023678,33,2023-08-01 00:00:00,4,140000
TKT0091900,35,2023-08-13 00:00:00,4,240000
TKT0067854,39,2024-10-15 00:00:00,3,240000
TKT0073512,22,2023-07-21 00:00:00,2,300000
TKT0096237,23,2024-11-10 00:00:00,3,600000
TKT0029556,13,2024-01-25 00:00:00,4,140000
TKT0087842,13,2024-11-30 00:00:00,1,35000
TKT0047317,40,2024-03-21 00:00:00,2,300000
TKT0015010,21,2023-09-18 00:00:00,5,175000
TKT0049928,8,2023-07-19 00:00:00,2,150000
TKT0037705,13,2024-06-04 00:00:00,1,35000
TKT0029173,38,2024-09-30 00:00:00,2,130000
TKT0067688,12,2023-02-09 00:00:00,5,150000
TKT0061100,17,2024-03-21 00:00:00,4,120000
TKT0026898,23,2024-08-22 00:00:00,5,1000000
TKT0017644,20,2023-10-29 00:00:00,2,80000
TKT0075282,9,2023-08-17 00:00:00,1,80000
TKT0065926,2,2023-12-15 00:00:00,5,300000
TKT0093314,18,2023-04-21 00:00:00,3,120000
TKT0032505,26,2023-08-01 00:00:00,1,25000
TKT0072718,36,2024-01-16 00:00:00,3,165000
