PTicketID,BranchName,Area,NumberofCustomer,PreOrderNote
TKT0075944,{9},Area 4,2,Note for TKT0075944
TKT0093354,{10},Area 3,1,Note for TKT0093354
TKT0062258,{2},Area 3,2,Note for TKT0062258
TKT0083712,{14},Area 1,5,Note for TKT0083712
TKT0036912,{10},Area 4,4,Note for TKT0036912
TKT0055334,{15},Area 1,5,Note for TKT0055334
TKT0072804,{12},Area 3,10,Note for TKT0072804
TKT0067200,{10},Area 1,8,Note for TKT0067200
TKT0023814,{11},Area 3,8,Note for TKT0023814
TKT0059985,{14},Area 3,1,Note for TKT0059985
TKT0055916,{7},Area 2,5,Note for TKT0055916
TKT0023018,{7},Area 3,7,Note for TKT0023018
TKT0030358,{15},Area 2,1,Note for TKT0030358
TKT0048842,{6},Area 2,1,Note for TKT0048842
TKT0082333,{1},Area 4,10,Note for TKT0082333
TKT0099693,{1},Area 3,7,Note for TKT0099693
TKT0010421,{4},Area 1,1,Note for TKT0010421
TKT0023290,{3},Area 4,8,Note for TKT0023290
TKT0068118,{12},Area 1,7,Note for TKT0068118
TKT0023742,{6},Area 1,10,Note for TKT0023742
TKT0058467,{10},Area 3,5,Note for TKT0058467
TKT0022833,{13},Area 1,9,Note for TKT0022833
TKT0029656,{4},Area 1,6,Note for TKT0029656
TKT0098539,{14},Area 3,9,Note for TKT0098539
TKT0077117,{3},Area 2,6,Note for TKT0077117
TKT0026438,{6},Area 3,9,Note for TKT0026438
TKT0096618,{1},Area 3,6,Note for TKT0096618
TKT0098228,{10},Area 3,8,Note for TKT0098228
TKT0054733,{1},Area 3,3,Note for TKT0054733
TKT0074891,{14},Area 2,6,Note for TKT0074891
TKT0065702,{14},Area 1,9,Note for TKT0065702
TKT0044542,{2},Area 2,1,Note for TKT0044542
TKT0055673,{10},Area 3,9,Note for TKT0055673
TKT0037586,{5},Area 3,7,Note for TKT0037586
TKT0045319,{1},Area 2,9,Note for TKT0045319
TKT0063951,{6},Area 2,7,Note for TKT0063951
TKT0010212,{8},Area 3,3,Note for TKT0010212
TKT0066408,{12},Area 2,5,Note for TKT0066408
TKT0023254,{5},Area 4,3,Note for TKT0023254
TKT0079003,{10},Area 1,5,Note for TKT0079003
TKT0026058,{11},Area 3,8,Note for TKT0026058
TKT0013451,{5},Area 4,9,Note for TKT0013451
TKT0090010,{7},Area 3,4,Note for TKT0090010
TKT0046788,{11},Area 1,2,Note for TKT0046788
TKT0057641,{11},Area 3,7,Note for TKT0057641
TKT0084473,{12},Area 4,7,Note for TKT0084473
TKT0096538,{13},Area 1,4,Note for TKT0096538
TKT0033209,{9},Area 1,3,Note for TKT0033209
TKT0092161,{11},Area 4,8,Note for TKT0092161
TKT0079791,{12},Area 3,1,Note for TKT0079791
TKT0028144,{2},Area 2,9,Note for TKT0028144
TKT0036332,{9},Area 1,4,Note for TKT0036332
TKT0079854,{10},Area 1,2,Note for TKT0079854
TKT0042584,{3},Area 2,7,Note for TKT0042584
TKT0021382,{3},Area 4,1,Note for TKT0021382
TKT0035985,{11},Area 2,2,Note for TKT0035985
TKT0062000,{9},Area 1,2,Note for TKT0062000
TKT0052528,{1},Area 4,1,Note for TKT0052528
TKT0025674,{12},Area 3,2,Note for TKT0025674
TKT0063461,{4},Area 2,1,Note for TKT0063461
TKT0077067,{13},Area 4,3,Note for TKT0077067
TKT0080720,{15},Area 3,4,Note for TKT0080720
TKT0082251,{4},Area 2,2,Note for TKT0082251
TKT0074520,{15},Area 1,6,Note for TKT0074520
TKT0016532,{7},Area 4,8,Note for TKT0016532
TKT0050084,{14},Area 4,2,Note for TKT0050084
TKT0061574,{12},Area 3,3,Note for TKT0061574
TKT0041220,{13},Area 2,8,Note for TKT0041220
TKT0072806,{4},Area 2,7,Note for TKT0072806
TKT0045685,{10},Area 2,9,Note for TKT0045685
TKT0045413,{12},Area 1,10,Note for TKT0045413
TKT0084989,{5},Area 3,7,Note for TKT0084989
TKT0016351,{3},Area 2,1,Note for TKT0016351
TKT0018221,{10},Area 4,7,Note for TKT0018221
TKT0043545,{2},Area 3,2,Note for TKT0043545
TKT0078425,{12},Area 3,7,Note for TKT0078425
TKT0076029,{14},Area 1,9,Note for TKT0076029
TKT0065303,{6},Area 4,10,Note for TKT0065303
TKT0092802,{7},Area 3,4,Note for TKT0092802
TKT0093159,{15},Area 1,4,Note for TKT0093159
TKT0076101,{2},Area 4,4,Note for TKT0076101
TKT0060525,{12},Area 2,3,Note for TKT0060525
TKT0022705,{2},Area 2,1,Note for TKT0022705
TKT0060477,{12},Area 3,7,Note for TKT0060477
TKT0035244,{12},Area 1,1,Note for TKT0035244
TKT0042881,{6},Area 3,2,Note for TKT0042881
TKT0089471,{14},Area 1,7,Note for TKT0089471
TKT0046254,{8},Area 4,6,Note for TKT0046254
TKT0067620,{12},Area 2,1,Note for TKT0067620
TKT0054894,{4},Area 2,1,Note for TKT0054894
TKT0023272,{11},Area 2,1,Note for TKT0023272
TKT0017220,{1},Area 4,1,Note for TKT0017220
TKT0020281,{8},Area 4,8,Note for TKT0020281
TKT0097010,{4},Area 1,3,Note for TKT0097010
TKT0073999,{15},Area 1,4,Note for TKT0073999
TKT0066583,{1},Area 1,10,Note for TKT0066583
TKT0098568,{14},Area 4,3,Note for TKT0098568
TKT0049636,{10},Area 1,9,Note for TKT0049636
TKT0097727,{12},Area 3,4,Note for TKT0097727
TKT0018648,{8},Area 3,5,Note for TKT0018648
TKT0052302,{15},Area 2,3,Note for TKT0052302
TKT0023147,{6},Area 4,6,Note for TKT0023147
TKT0045333,{12},Area 4,10,Note for TKT0045333
TKT0060815,{13},Area 3,4,Note for TKT0060815
TKT0012607,{15},Area 1,10,Note for TKT0012607
TKT0044510,{1},Area 3,9,Note for TKT0044510
TKT0043854,{10},Area 2,8,Note for TKT0043854
TKT0074756,{3},Area 2,1,Note for TKT0074756
TKT0080496,{2},Area 4,3,Note for TKT0080496
TKT0097589,{7},Area 1,4,Note for TKT0097589
TKT0087962,{10},Area 2,7,Note for TKT0087962
TKT0082936,{3},Area 4,9,Note for TKT0082936
TKT0078065,{14},Area 4,5,Note for TKT0078065
TKT0074576,{4},Area 4,7,Note for TKT0074576
TKT0029948,{3},Area 2,3,Note for TKT0029948
TKT0026176,{6},Area 3,5,Note for TKT0026176
TKT0038894,{2},Area 3,5,Note for TKT0038894
TKT0087253,{10},Area 3,7,Note for TKT0087253
TKT0010973,{14},Area 1,4,Note for TKT0010973
TKT0051278,{13},Area 3,5,Note for TKT0051278
TKT0060271,{9},Area 1,1,Note for TKT0060271
TKT0029704,{1},Area 4,4,Note for TKT0029704
TKT0062082,{13},Area 1,7,Note for TKT0062082
TKT0041846,{9},Area 1,3,Note for TKT0041846
TKT0055629,{6},Area 1,8,Note for TKT0055629
TKT0088283,{15},Area 4,3,Note for TKT0088283
TKT0021023,{12},Area 1,4,Note for TKT0021023
TKT0053231,{10},Area 4,9,Note for TKT0053231
TKT0039243,{10},Area 4,5,Note for TKT0039243
TKT0075229,{11},Area 4,4,Note for TKT0075229
TKT0065991,{10},Area 2,8,Note for TKT0065991
TKT0067525,{15},Area 4,7,Note for TKT0067525
TKT0062374,{5},Area 3,5,Note for TKT0062374
TKT0077001,{13},Area 4,7,Note for TKT0077001
TKT0085579,{9},Area 3,5,Note for TKT0085579
TKT0073399,{4},Area 2,1,Note for TKT0073399
TKT0047552,{15},Area 3,1,Note for TKT0047552
TKT0052720,{4},Area 4,9,Note for TKT0052720
TKT0080229,{10},Area 2,10,Note for TKT0080229
TKT0039229,{13},Area 1,10,Note for TKT0039229
TKT0066934,{2},Area 3,5,Note for TKT0066934
TKT0020593,{6},Area 3,8,Note for TKT0020593
TKT0060325,{4},Area 2,7,Note for TKT0060325
TKT0019816,{8},Area 1,2,Note for TKT0019816
TKT0050444,{12},Area 2,8,Note for TKT0050444
TKT0014231,{1},Area 3,8,Note for TKT0014231
TKT0046125,{3},Area 2,8,Note for TKT0046125
TKT0095972,{1},Area 2,1,Note for TKT0095972
TKT0027292,{7},Area 4,10,Note for TKT0027292
TKT0019633,{9},Area 2,1,Note for TKT0019633
TKT0075910,{15},Area 3,6,Note for TKT0075910
TKT0047104,{10},Area 2,9,Note for TKT0047104
TKT0071321,{15},Area 2,9,Note for TKT0071321
TKT0094840,{9},Area 4,8,Note for TKT0094840
TKT0046549,{6},Area 2,6,Note for TKT0046549
TKT0014926,{11},Area 1,8,Note for TKT0014926
TKT0086799,{8},Area 1,6,Note for TKT0086799
TKT0048380,{5},Area 1,1,Note for TKT0048380
TKT0094414,{6},Area 4,6,Note for TKT0094414
TKT0015477,{4},Area 3,3,Note for TKT0015477
TKT0099374,{10},Area 1,5,Note for TKT0099374
TKT0019818,{15},Area 3,9,Note for TKT0019818
TKT0045113,{9},Area 4,4,Note for TKT0045113
TKT0093324,{10},Area 3,10,Note for TKT0093324
TKT0010708,{8},Area 1,10,Note for TKT0010708
TKT0080859,{3},Area 3,1,Note for TKT0080859
TKT0048604,{13},Area 2,7,Note for TKT0048604
TKT0083925,{2},Area 4,4,Note for TKT0083925
TKT0017726,{6},Area 4,7,Note for TKT0017726
TKT0090425,{15},Area 3,2,Note for TKT0090425
TKT0044525,{7},Area 2,9,Note for TKT0044525
TKT0043209,{4},Area 2,8,Note for TKT0043209
TKT0028112,{11},Area 1,9,Note for TKT0028112
TKT0018659,{2},Area 2,1,Note for TKT0018659
TKT0018179,{10},Area 4,2,Note for TKT0018179
TKT0023361,{1},Area 2,2,Note for TKT0023361
TKT0073982,{14},Area 4,1,Note for TKT0073982
TKT0075373,{5},Area 4,7,Note for TKT0075373
TKT0016935,{14},Area 3,3,Note for TKT0016935
TKT0093401,{13},Area 1,9,Note for TKT0093401
TKT0064075,{1},Area 3,8,Note for TKT0064075
TKT0024858,{5},Area 1,5,Note for TKT0024858
TKT0096821,{4},Area 4,8,Note for TKT0096821
TKT0030823,{15},Area 2,8,Note for TKT0030823
TKT0024167,{12},Area 4,8,Note for TKT0024167
TKT0050331,{6},Area 3,10,Note for TKT0050331
TKT0049277,{15},Area 2,5,Note for TKT0049277
TKT0080085,{1},Area 1,8,Note for TKT0080085
TKT0023261,{5},Area 3,8,Note for TKT0023261
TKT0095193,{15},Area 4,7,Note for TKT0095193
TKT0035630,{1},Area 2,8,Note for TKT0035630
TKT0054403,{6},Area 3,9,Note for TKT0054403
TKT0056330,{11},Area 1,5,Note for TKT0056330
TKT0078635,{11},Area 1,9,Note for TKT0078635
TKT0018639,{9},Area 2,2,Note for TKT0018639
TKT0074221,{1},Area 3,9,Note for TKT0074221
TKT0085999,{3},Area 2,6,Note for TKT0085999
TKT0023218,{14},Area 3,4,Note for TKT0023218
TKT0055576,{8},Area 3,6,Note for TKT0055576
TKT0058023,{13},Area 2,1,Note for TKT0058023
TKT0054327,{14},Area 3,10,Note for TKT0054327
TKT0033985,{6},Area 2,9,Note for TKT0033985
TKT0046282,{15},Area 4,10,Note for TKT0046282
TKT0038310,{11},Area 3,6,Note for TKT0038310
TKT0045789,{9},Area 2,7,Note for TKT0045789
TKT0012699,{13},Area 2,2,Note for TKT0012699
TKT0083023,{8},Area 2,5,Note for TKT0083023
TKT0066978,{4},Area 2,9,Note for TKT0066978
TKT0024397,{6},Area 2,10,Note for TKT0024397
TKT0070109,{15},Area 4,7,Note for TKT0070109
TKT0043156,{13},Area 2,8,Note for TKT0043156
TKT0091658,{4},Area 3,10,Note for TKT0091658
TKT0063034,{15},Area 4,4,Note for TKT0063034
TKT0028559,{10},Area 4,1,Note for TKT0028559
TKT0015761,{1},Area 2,3,Note for TKT0015761
TKT0097562,{13},Area 1,4,Note for TKT0097562
TKT0086468,{8},Area 1,3,Note for TKT0086468
TKT0057575,{15},Area 2,4,Note for TKT0057575
TKT0046883,{13},Area 1,6,Note for TKT0046883
TKT0028306,{3},Area 1,8,Note for TKT0028306
TKT0077022,{14},Area 4,9,Note for TKT0077022
TKT0065198,{2},Area 1,9,Note for TKT0065198
TKT0061846,{3},Area 4,7,Note for TKT0061846
TKT0041158,{13},Area 1,7,Note for TKT0041158
TKT0093931,{15},Area 3,1,Note for TKT0093931
TKT0058546,{9},Area 2,1,Note for TKT0058546
TKT0079876,{1},Area 2,5,Note for TKT0079876
TKT0031281,{10},Area 2,9,Note for TKT0031281
TKT0025115,{2},Area 2,4,Note for TKT0025115
TKT0046118,{14},Area 3,4,Note for TKT0046118
TKT0030452,{2},Area 2,2,Note for TKT0030452
TKT0054720,{13},Area 3,4,Note for TKT0054720
TKT0030652,{10},Area 1,2,Note for TKT0030652
TKT0054882,{13},Area 1,6,Note for TKT0054882
TKT0020784,{7},Area 4,6,Note for TKT0020784
TKT0092122,{2},Area 3,8,Note for TKT0092122
TKT0022905,{2},Area 4,1,Note for TKT0022905
TKT0058986,{1},Area 3,7,Note for TKT0058986
TKT0032411,{9},Area 1,5,Note for TKT0032411
TKT0085970,{14},Area 3,7,Note for TKT0085970
TKT0041324,{9},Area 2,5,Note for TKT0041324
TKT0062602,{10},Area 2,10,Note for TKT0062602
TKT0048959,{11},Area 4,10,Note for TKT0048959
TKT0088489,{2},Area 3,10,Note for TKT0088489
TKT0091926,{1},Area 1,4,Note for TKT0091926
TKT0054218,{2},Area 2,10,Note for TKT0054218
TKT0013576,{15},Area 4,9,Note for TKT0013576
TKT0061071,{13},Area 1,1,Note for TKT0061071
TKT0096523,{6},Area 2,10,Note for TKT0096523
TKT0062142,{2},Area 4,4,Note for TKT0062142
TKT0047543,{11},Area 2,10,Note for TKT0047543
TKT0066225,{12},Area 2,9,Note for TKT0066225
TKT0091727,{10},Area 2,10,Note for TKT0091727
TKT0085084,{5},Area 3,8,Note for TKT0085084
TKT0049800,{2},Area 4,4,Note for TKT0049800
TKT0060334,{11},Area 2,7,Note for TKT0060334
TKT0062775,{4},Area 2,4,Note for TKT0062775
TKT0072632,{7},Area 3,7,Note for TKT0072632
TKT0057585,{13},Area 2,9,Note for TKT0057585
TKT0049263,{1},Area 3,2,Note for TKT0049263
TKT0018936,{6},Area 3,9,Note for TKT0018936
TKT0060935,{2},Area 4,3,Note for TKT0060935
TKT0025634,{13},Area 2,9,Note for TKT0025634
TKT0078834,{13},Area 2,4,Note for TKT0078834
TKT0074925,{3},Area 3,7,Note for TKT0074925
TKT0090853,{11},Area 2,3,Note for TKT0090853
TKT0062321,{11},Area 4,2,Note for TKT0062321
TKT0054011,{5},Area 2,6,Note for TKT0054011
TKT0035710,{11},Area 3,3,Note for TKT0035710
TKT0078702,{6},Area 3,1,Note for TKT0078702
TKT0030454,{15},Area 3,7,Note for TKT0030454
TKT0094581,{13},Area 3,3,Note for TKT0094581
TKT0098518,{14},Area 3,5,Note for TKT0098518
TKT0034904,{8},Area 4,2,Note for TKT0034904
TKT0082725,{2},Area 3,5,Note for TKT0082725
TKT0046280,{9},Area 2,6,Note for TKT0046280
TKT0036664,{8},Area 1,2,Note for TKT0036664
TKT0093017,{12},Area 1,8,Note for TKT0093017
TKT0051324,{4},Area 4,4,Note for TKT0051324
TKT0077406,{14},Area 4,1,Note for TKT0077406
TKT0016756,{8},Area 4,1,Note for TKT0016756
TKT0069330,{5},Area 2,1,Note for TKT0069330
TKT0032512,{6},Area 3,3,Note for TKT0032512
TKT0097908,{5},Area 4,6,Note for TKT0097908
TKT0039667,{10},Area 3,2,Note for TKT0039667
TKT0025363,{2},Area 4,1,Note for TKT0025363
TKT0073860,{10},Area 3,5,Note for TKT0073860
TKT0010001,{13},Area 1,3,Note for TKT0010001
TKT0046810,{4},Area 1,10,Note for TKT0046810
TKT0014067,{14},Area 2,5,Note for TKT0014067
TKT0052793,{15},Area 3,2,Note for TKT0052793
TKT0025773,{1},Area 3,9,Note for TKT0025773
TKT0070094,{4},Area 3,7,Note for TKT0070094
TKT0019777,{4},Area 4,6,Note for TKT0019777
TKT0016834,{14},Area 3,8,Note for TKT0016834
TKT0082583,{2},Area 4,5,Note for TKT0082583
TKT0063760,{3},Area 3,7,Note for TKT0063760
TKT0090470,{9},Area 2,3,Note for TKT0090470
TKT0011584,{3},Area 3,5,Note for TKT0011584
TKT0014494,{10},Area 3,8,Note for TKT0014494
TKT0058246,{13},Area 3,6,Note for TKT0058246
TKT0071820,{15},Area 4,5,Note for TKT0071820
TKT0038456,{2},Area 2,6,Note for TKT0038456
TKT0028929,{9},Area 2,9,Note for TKT0028929
TKT0063725,{14},Area 4,7,Note for TKT0063725
TKT0041315,{14},Area 2,10,Note for TKT0041315
TKT0033632,{10},Area 3,4,Note for TKT0033632
TKT0067213,{6},Area 3,9,Note for TKT0067213
TKT0043580,{14},Area 3,7,Note for TKT0043580
TKT0054307,{2},Area 3,6,Note for TKT0054307
TKT0077530,{11},Area 1,1,Note for TKT0077530
TKT0027341,{11},Area 2,8,Note for TKT0027341
TKT0094677,{2},Area 4,3,Note for TKT0094677
TKT0057036,{3},Area 4,8,Note for TKT0057036
TKT0072165,{10},Area 3,4,Note for TKT0072165
TKT0044614,{2},Area 2,6,Note for TKT0044614
TKT0040515,{15},Area 3,10,Note for TKT0040515
TKT0012933,{9},Area 2,5,Note for TKT0012933
TKT0053392,{15},Area 3,3,Note for TKT0053392
TKT0015812,{2},Area 4,1,Note for TKT0015812
TKT0056644,{6},Area 4,2,Note for TKT0056644
TKT0032931,{7},Area 3,10,Note for TKT0032931
TKT0078987,{7},Area 4,2,Note for TKT0078987
TKT0090766,{13},Area 4,2,Note for TKT0090766
TKT0079619,{4},Area 3,3,Note for TKT0079619
TKT0076619,{5},Area 4,4,Note for TKT0076619
TKT0074807,{4},Area 4,3,Note for TKT0074807
TKT0068065,{4},Area 2,7,Note for TKT0068065
TKT0051309,{8},Area 3,9,Note for TKT0051309
TKT0043622,{15},Area 3,6,Note for TKT0043622
TKT0015499,{7},Area 2,10,Note for TKT0015499
TKT0084788,{2},Area 1,6,Note for TKT0084788
TKT0061373,{6},Area 4,10,Note for TKT0061373
TKT0021223,{7},Area 1,3,Note for TKT0021223
TKT0087406,{3},Area 4,3,Note for TKT0087406
TKT0020740,{2},Area 2,7,Note for TKT0020740
TKT0044704,{3},Area 1,2,Note for TKT0044704
TKT0043213,{11},Area 2,7,Note for TKT0043213
TKT0056634,{9},Area 4,1,Note for TKT0056634
TKT0050679,{14},Area 4,4,Note for TKT0050679
TKT0085874,{8},Area 1,1,Note for TKT0085874
TKT0028888,{8},Area 3,2,Note for TKT0028888
TKT0069582,{12},Area 2,8,Note for TKT0069582
TKT0039287,{8},Area 3,6,Note for TKT0039287
TKT0017174,{1},Area 3,3,Note for TKT0017174
TKT0099580,{6},Area 1,5,Note for TKT0099580
TKT0036368,{8},Area 3,4,Note for TKT0036368
TKT0056683,{1},Area 3,9,Note for TKT0056683
TKT0092166,{10},Area 3,10,Note for TKT0092166
TKT0079838,{9},Area 2,6,Note for TKT0079838
TKT0012076,{6},Area 4,7,Note for TKT0012076
TKT0042666,{8},Area 4,10,Note for TKT0042666
TKT0045366,{12},Area 1,8,Note for TKT0045366
TKT0092042,{15},Area 1,1,Note for TKT0092042
TKT0037173,{15},Area 2,2,Note for TKT0037173
TKT0069058,{13},Area 2,7,Note for TKT0069058
TKT0052209,{5},Area 4,1,Note for TKT0052209
TKT0070015,{2},Area 2,5,Note for TKT0070015
TKT0077361,{3},Area 1,10,Note for TKT0077361
TKT0034461,{10},Area 1,8,Note for TKT0034461
TKT0084759,{12},Area 2,2,Note for TKT0084759
TKT0041912,{14},Area 1,5,Note for TKT0041912
TKT0010795,{5},Area 1,7,Note for TKT0010795
TKT0040715,{4},Area 4,2,Note for TKT0040715
TKT0082525,{5},Area 1,9,Note for TKT0082525
TKT0083705,{11},Area 3,9,Note for TKT0083705
TKT0072772,{12},Area 3,10,Note for TKT0072772
TKT0023115,{8},Area 1,10,Note for TKT0023115
TKT0024659,{14},Area 4,4,Note for TKT0024659
TKT0039274,{7},Area 1,9,Note for TKT0039274
TKT0056120,{14},Area 1,9,Note for TKT0056120
TKT0072584,{12},Area 4,3,Note for TKT0072584
TKT0085985,{5},Area 3,8,Note for TKT0085985
TKT0094316,{7},Area 4,7,Note for TKT0094316
TKT0082720,{2},Area 4,3,Note for TKT0082720
TKT0066675,{15},Area 2,9,Note for TKT0066675
TKT0088707,{14},Area 3,5,Note for TKT0088707
TKT0048504,{10},Area 3,2,Note for TKT0048504
TKT0082915,{8},Area 1,7,Note for TKT0082915
TKT0026167,{1},Area 4,2,Note for TKT0026167
TKT0067091,{13},Area 3,2,Note for TKT0067091
TKT0058152,{5},Area 3,2,Note for TKT0058152
TKT0091418,{15},Area 2,6,Note for TKT0091418
TKT0072979,{7},Area 1,2,Note for TKT0072979
TKT0071491,{14},Area 3,7,Note for TKT0071491
TKT0090596,{2},Area 1,8,Note for TKT0090596
TKT0016253,{13},Area 1,1,Note for TKT0016253
TKT0080934,{11},Area 4,2,Note for TKT0080934
TKT0041195,{6},Area 3,8,Note for TKT0041195
TKT0075817,{12},Area 3,1,Note for TKT0075817
TKT0030854,{11},Area 2,8,Note for TKT0030854
TKT0031185,{8},Area 1,1,Note for TKT0031185
TKT0060134,{1},Area 3,4,Note for TKT0060134
TKT0045421,{14},Area 3,5,Note for TKT0045421
TKT0097486,{1},Area 2,4,Note for TKT0097486
TKT0042246,{9},Area 3,2,Note for TKT0042246
TKT0024697,{9},Area 4,1,Note for TKT0024697
TKT0055617,{13},Area 1,8,Note for TKT0055617
TKT0090529,{1},Area 1,7,Note for TKT0090529
TKT0082732,{13},Area 1,2,Note for TKT0082732
TKT0065342,{1},Area 4,8,Note for TKT0065342
TKT0057341,{13},Area 1,1,Note for TKT0057341
TKT0094573,{13},Area 1,6,Note for TKT0094573
TKT0077559,{6},Area 1,7,Note for TKT0077559
TKT0023366,{13},Area 1,7,Note for TKT0023366
TKT0095124,{14},Area 2,8,Note for TKT0095124
TKT0078649,{14},Area 1,9,Note for TKT0078649
TKT0076268,{9},Area 1,1,Note for TKT0076268
TKT0064282,{1},Area 2,5,Note for TKT0064282
TKT0070661,{7},Area 4,9,Note for TKT0070661
TKT0036889,{9},Area 4,8,Note for TKT0036889
TKT0093144,{3},Area 2,10,Note for TKT0093144
TKT0080516,{7},Area 1,10,Note for TKT0080516
TKT0024979,{8},Area 1,7,Note for TKT0024979
TKT0045408,{2},Area 2,3,Note for TKT0045408
TKT0035277,{6},Area 1,1,Note for TKT0035277
TKT0089462,{13},Area 4,1,Note for TKT0089462
TKT0016554,{4},Area 2,4,Note for TKT0016554
TKT0082762,{13},Area 1,1,Note for TKT0082762
TKT0016946,{8},Area 3,7,Note for TKT0016946
TKT0063976,{4},Area 2,10,Note for TKT0063976
TKT0020015,{7},Area 4,3,Note for TKT0020015
TKT0096234,{15},Area 4,5,Note for TKT0096234
TKT0027633,{9},Area 3,1,Note for TKT0027633
TKT0014144,{9},Area 4,1,Note for TKT0014144
TKT0017293,{13},Area 1,3,Note for TKT0017293
TKT0017014,{13},Area 4,1,Note for TKT0017014
TKT0035343,{7},Area 4,5,Note for TKT0035343
TKT0048895,{3},Area 2,6,Note for TKT0048895
TKT0050743,{9},Area 2,9,Note for TKT0050743
TKT0094688,{4},Area 3,7,Note for TKT0094688
TKT0034324,{11},Area 1,4,Note for TKT0034324
TKT0016877,{14},Area 4,2,Note for TKT0016877
TKT0081031,{13},Area 3,1,Note for TKT0081031
TKT0022626,{6},Area 3,7,Note for TKT0022626
TKT0055572,{4},Area 3,4,Note for TKT0055572
TKT0095731,{6},Area 2,4,Note for TKT0095731
TKT0092513,{2},Area 2,7,Note for TKT0092513
TKT0084559,{8},Area 3,9,Note for TKT0084559
TKT0068519,{6},Area 2,6,Note for TKT0068519
TKT0050546,{13},Area 4,5,Note for TKT0050546
TKT0065919,{13},Area 4,2,Note for TKT0065919
TKT0091471,{3},Area 1,1,Note for TKT0091471
TKT0010778,{2},Area 3,8,Note for TKT0010778
TKT0083999,{15},Area 1,3,Note for TKT0083999
TKT0013911,{3},Area 1,1,Note for TKT0013911
TKT0056550,{12},Area 2,7,Note for TKT0056550
TKT0066128,{10},Area 2,4,Note for TKT0066128
TKT0019845,{2},Area 2,6,Note for TKT0019845
TKT0093567,{15},Area 2,6,Note for TKT0093567
TKT0088714,{10},Area 3,8,Note for TKT0088714
TKT0011071,{13},Area 3,4,Note for TKT0011071
TKT0074752,{7},Area 2,4,Note for TKT0074752
TKT0048947,{5},Area 3,10,Note for TKT0048947
TKT0051633,{10},Area 3,5,Note for TKT0051633
TKT0034433,{8},Area 1,8,Note for TKT0034433
TKT0082037,{12},Area 4,9,Note for TKT0082037
TKT0023080,{4},Area 1,10,Note for TKT0023080
TKT0021440,{15},Area 4,10,Note for TKT0021440
TKT0031836,{12},Area 1,7,Note for TKT0031836
TKT0098524,{5},Area 4,8,Note for TKT0098524
TKT0021251,{5},Area 1,1,Note for TKT0021251
TKT0043958,{10},Area 3,9,Note for TKT0043958
TKT0057783,{5},Area 1,8,Note for TKT0057783
TKT0010903,{2},Area 3,9,Note for TKT0010903
TKT0062688,{10},Area 2,8,Note for TKT0062688
TKT0027110,{1},Area 4,5,Note for TKT0027110
TKT0065930,{9},Area 3,4,Note for TKT0065930
TKT0049495,{14},Area 2,2,Note for TKT0049495
TKT0032324,{9},Area 3,3,Note for TKT0032324
TKT0081589,{11},Area 3,6,Note for TKT0081589
TKT0027906,{2},Area 4,7,Note for TKT0027906
TKT0048547,{12},Area 4,4,Note for TKT0048547
TKT0086110,{13},Area 1,5,Note for TKT0086110
TKT0061083,{13},Area 4,8,Note for TKT0061083
TKT0079277,{2},Area 4,1,Note for TKT0079277
TKT0048381,{9},Area 3,1,Note for TKT0048381
TKT0084463,{8},Area 1,6,Note for TKT0084463
TKT0090919,{2},Area 2,1,Note for TKT0090919
TKT0099545,{10},Area 2,4,Note for TKT0099545
TKT0033862,{7},Area 3,1,Note for TKT0033862
TKT0086034,{14},Area 1,4,Note for TKT0086034
TKT0047751,{7},Area 4,2,Note for TKT0047751
TKT0019277,{7},Area 2,1,Note for TKT0019277
TKT0074744,{14},Area 1,7,Note for TKT0074744
TKT0015549,{10},Area 1,8,Note for TKT0015549
TKT0079854,{9},Area 4,3,Note for TKT0079854
TKT0065942,{7},Area 2,5,Note for TKT0065942
TKT0026009,{6},Area 3,2,Note for TKT0026009
TKT0038034,{4},Area 4,4,Note for TKT0038034
TKT0076008,{7},Area 3,5,Note for TKT0076008
TKT0041425,{7},Area 4,1,Note for TKT0041425
TKT0046631,{11},Area 4,7,Note for TKT0046631
TKT0081441,{14},Area 1,1,Note for TKT0081441
TKT0082402,{3},Area 4,10,Note for TKT0082402
TKT0098613,{15},Area 3,3,Note for TKT0098613
TKT0028424,{9},Area 4,1,Note for TKT0028424
TKT0089166,{5},Area 1,8,Note for TKT0089166
TKT0092245,{3},Area 1,7,Note for TKT0092245
TKT0094894,{1},Area 1,3,Note for TKT0094894
TKT0040581,{2},Area 3,9,Note for TKT0040581
TKT0033746,{10},Area 2,7,Note for TKT0033746
TKT0014526,{10},Area 2,5,Note for TKT0014526
TKT0097735,{12},Area 1,1,Note for TKT0097735
TKT0056619,{2},Area 1,4,Note for TKT0056619
TKT0019409,{14},Area 1,7,Note for TKT0019409
TKT0021488,{13},Area 2,8,Note for TKT0021488
TKT0053206,{1},Area 4,10,Note for TKT0053206
TKT0079092,{13},Area 3,5,Note for TKT0079092
TKT0076513,{12},Area 3,4,Note for TKT0076513
TKT0082855,{15},Area 2,6,Note for TKT0082855
TKT0012162,{12},Area 2,10,Note for TKT0012162
TKT0042455,{13},Area 3,6,Note for TKT0042455
TKT0061335,{14},Area 1,10,Note for TKT0061335
TKT0091332,{4},Area 2,5,Note for TKT0091332
TKT0064392,{11},Area 3,5,Note for TKT0064392
TKT0022565,{3},Area 1,1,Note for TKT0022565
