OCCCD,LoginDate,LoginDuration
0000014422,2022-05-27 01:08:29,44
0000014422,2024-08-20 13:00:55,28
0000014431,2023-01-22 13:54:27,37
0000014431,2022-02-14 04:07:03,30
0000014432,2023-06-10 02:55:04,12
0000014432,2020-04-17 19:19:16,1
0000014434,2022-11-07 02:56:33,32
0000014434,2020-03-01 16:31:15,34
0000014435,2020-01-31 08:20:19,13
0000014435,2022-08-04 23:15:32,14
0000014436,2023-08-12 21:03:02,53
0000014436,2024-03-12 16:44:56,36
0000014437,2024-11-25 11:27:31,2
0000014437,2024-07-02 12:26:49,39
0000014439,2021-09-16 16:52:35,28
0000014439,2021-07-31 05:24:37,18
0000014440,2022-04-16 00:14:10,30
0000014440,2024-01-29 14:18:53,44
0000014442,2022-04-30 12:02:38,45
0000014442,2024-01-22 12:29:01,27
0000014444,2022-06-27 09:52:22,20
0000014444,2024-04-17 22:14:50,31
0000014446,2021-09-08 03:16:08,34
0000014446,2024-02-08 18:45:42,4
0000014447,2021-09-25 22:03:19,50
0000014447,2023-03-22 18:13:45,24
0000014448,2024-02-28 00:52:44,22
0000014448,2021-09-23 10:33:37,46
0000014450,2020-02-20 16:00:50,57
0000014450,2020-10-01 18:51:25,31
0000014451,2022-04-10 16:51:33,39
0000014451,2020-05-23 15:09:40,26
0000014452,2020-12-26 21:09:38,44
0000014452,2020-02-09 17:24:52,16
0000014457,2023-06-27 11:21:21,4
0000014457,2020-10-16 10:05:59,58
0000014458,2023-09-10 19:10:41,59
0000014458,2024-06-21 01:49:49,57
0000014463,2023-04-22 16:07:06,59
0000014463,2021-04-08 05:25:51,37
0000014467,2021-09-05 19:17:53,57
0000014467,2024-10-11 11:03:14,15
0000014470,2024-02-09 18:29:35,9
0000014470,2023-09-11 04:52:49,31
0000014471,2022-01-06 01:26:33,53
0000014471,2023-08-04 20:57:23,7
0000014472,2024-10-31 16:44:54,18
0000014472,2020-01-27 20:04:07,12
0000014474,2021-07-16 23:38:16,32
0000014474,2024-04-06 02:34:16,47
0000014477,2024-01-17 14:08:57,25
0000014477,2024-04-17 04:02:03,5
0000014479,2022-05-08 21:04:06,30
0000014479,2021-10-09 19:27:39,58
0000014481,2022-09-10 13:33:14,42
0000014481,2023-07-25 01:48:03,28
0000014484,2022-09-05 19:45:12,45
0000014484,2020-08-12 12:12:57,29
0000014485,2024-08-26 20:31:43,52
0000014485,2021-10-01 07:52:06,42
0000014486,2023-10-17 05:15:42,55
0000014486,2022-08-31 15:18:05,55
0000014489,2022-10-27 05:33:15,3
0000014489,2023-03-16 19:32:48,4
0000014490,2024-09-14 23:18:01,60
0000014490,2021-08-21 15:25:16,17
0000014491,2024-10-05 05:31:04,38
0000014491,2020-05-18 14:32:48,50
0000014492,2022-09-18 15:22:55,24
0000014492,2023-01-30 20:53:58,51
0000014493,2023-07-08 19:31:53,54
0000014493,2020-02-25 01:59:49,12
0000014494,2020-05-14 20:21:19,11
0000014494,2023-01-31 19:06:27,54
0000014496,2021-12-22 07:13:08,28
0000014496,2022-03-21 00:28:40,4
0000014498,2024-03-24 23:41:19,51
0000014498,2023-08-31 06:42:51,1
0000014499,2021-01-19 08:25:24,23
0000014499,2023-08-09 15:23:17,14
0000014501,2021-08-28 10:17:58,42
0000014501,2023-08-28 17:11:14,50
0000014503,2022-11-22 22:21:32,14
0000014503,2023-03-08 20:36:27,23
0000014504,2020-02-20 18:54:49,50
0000014504,2022-01-20 20:04:39,19
0000014505,2022-12-17 06:26:34,20
0000014505,2020-04-16 08:27:49,2
0000014506,2024-07-27 14:20:43,15
0000014506,2022-09-07 06:13:52,49
0000014508,2023-06-24 08:35:14,23
0000014508,2023-11-20 22:54:58,16
0000014511,2020-03-09 13:57:48,16
0000014511,2024-11-02 10:57:09,4
0000014513,2023-07-17 16:32:58,22
0000014513,2022-07-23 19:51:45,38
0000014516,2020-08-10 23:15:17,41
0000014516,2023-02-19 13:20:22,34
0000014521,2024-04-04 10:22:06,54
0000014521,2022-10-07 16:19:41,3
0000014522,2024-04-15 22:49:03,54
0000014522,2023-06-14 01:45:08,35
0000014524,2020-04-13 10:29:35,39
0000014524,2022-03-04 20:53:33,11
0000014525,2024-08-07 20:31:47,60
0000014525,2023-12-12 01:46:41,28
0000014526,2020-08-12 09:07:25,25
0000014526,2024-12-27 10:58:41,38
0000014530,2022-10-29 12:04:19,57
0000014530,2022-05-06 03:09:39,9
0000014536,2021-10-12 16:38:28,9
0000014536,2022-05-25 03:06:59,13
0000014539,2022-06-03 06:42:32,15
0000014539,2024-07-21 09:04:51,2
0000014544,2022-06-06 03:27:13,40
0000014544,2024-07-23 22:14:01,17
0000014545,2020-10-04 23:41:04,2
0000014545,2020-07-13 17:25:47,2
0000014546,2021-04-09 03:09:49,28
0000014546,2021-04-06 18:33:05,16
0000014548,2023-07-11 09:38:10,3
0000014548,2021-12-29 22:41:14,9
0000014549,2024-01-30 05:33:47,24
0000014549,2021-02-26 15:52:16,57
0000014551,2020-03-27 06:45:07,32
0000014551,2020-08-22 17:24:20,46
0000014552,2023-03-08 14:00:58,13
0000014552,2022-12-31 12:53:55,24
0000014555,2022-06-01 10:03:31,42
0000014555,2022-09-23 12:52:47,59
0000014557,2024-10-05 14:27:26,9
0000014557,2022-11-28 19:05:03,38
0000014558,2023-01-23 01:30:19,21
0000014558,2024-01-08 13:52:18,52
0000014565,2023-10-16 02:21:07,6
0000014565,2023-02-20 15:37:19,6
0000014567,2021-08-15 23:09:31,42
0000014567,2021-12-19 01:12:22,6
0000014568,2022-01-23 03:30:50,53
0000014568,2024-03-27 07:55:49,42
0000014570,2020-12-03 13:42:21,50
0000014570,2020-04-20 07:48:11,10
0000014571,2024-08-14 14:09:32,14
0000014571,2023-10-11 16:02:08,11
0000014573,2023-09-21 07:18:22,12
0000014573,2024-11-26 17:54:13,3
0000014574,2021-06-26 20:56:48,52
0000014574,2023-07-07 14:31:25,25
0000014575,2022-08-21 14:19:21,9
0000014575,2021-05-09 23:06:28,28
0000014578,2022-10-19 18:37:04,50
0000014578,2023-07-31 04:22:03,24
0000014580,2021-05-26 19:51:52,23
0000014580,2023-12-14 08:19:54,33
0000014582,2022-08-18 13:09:49,45
0000014582,2022-10-19 21:05:56,1
0000014588,2023-07-29 15:25:51,21
0000014588,2021-08-17 21:00:22,16
0000014591,2024-01-19 18:58:33,29
0000014591,2024-12-01 02:07:38,44
0000014592,2022-05-26 01:28:38,18
0000014592,2023-04-02 07:52:19,3
0000014593,2023-08-06 13:00:31,52
0000014593,2021-09-04 05:30:51,7
0000014594,2024-12-10 11:40:33,28
0000014594,2024-11-26 13:12:38,44
0000014595,2021-04-20 13:25:22,42
0000014595,2022-04-14 03:09:51,32
0000014597,2022-05-30 08:41:14,19
0000014597,2022-12-19 19:34:29,20
0000014600,2020-10-03 04:51:54,48
0000014600,2020-09-13 11:37:44,50
0000014601,2021-07-11 07:05:37,46
0000014601,2020-03-08 14:36:22,48
0000014602,2022-07-16 08:37:59,18
0000014602,2022-07-05 04:18:13,30
0000014603,2021-01-27 04:57:20,25
0000014603,2023-12-29 21:35:07,50
0000014604,2021-08-17 14:30:35,12
0000014604,2021-07-01 20:51:07,51
0000014605,2023-10-15 17:57:50,60
0000014605,2021-01-14 04:17:39,40
0000014608,2021-10-23 03:02:41,33
0000014608,2023-04-29 10:20:05,13
0000014610,2023-05-11 12:30:42,38
0000014610,2022-01-20 05:19:16,4
0000014611,2020-11-16 01:38:36,19
0000014611,2023-06-08 04:27:38,21
0000014612,2022-06-30 03:12:51,3
0000014612,2020-11-27 23:22:01,53
0000014613,2021-06-01 09:59:26,1
0000014613,2022-10-30 14:34:27,54
0000014615,2024-12-24 00:37:42,48
0000014615,2020-06-06 21:52:33,3
0000014619,2020-03-24 18:56:34,38
0000014619,2024-04-05 15:51:44,55
0000014620,2020-09-21 17:53:49,9
0000014620,2020-02-25 19:28:15,52
0000014621,2022-10-31 09:18:49,21
0000014621,2021-11-01 00:54:36,32
0000014623,2022-03-24 13:34:12,36
0000014623,2021-01-18 04:43:04,57
0000014624,2021-10-02 09:21:57,52
0000014624,2020-02-19 19:24:30,42
0000014626,2021-10-19 20:42:15,35
0000014626,2020-08-16 02:13:28,57
0000014627,2024-01-11 18:23:54,53
0000014627,2023-05-22 05:40:54,41
0000014630,2021-07-06 16:08:47,40
0000014630,2023-03-07 00:57:36,36
0000014639,2024-06-11 21:13:20,42
0000014639,2023-11-11 04:39:40,16
0000014640,2024-10-13 01:32:27,18
0000014640,2020-03-28 11:39:19,20
0000014641,2024-03-24 03:59:30,32
0000014641,2021-02-03 02:50:59,32
0000014648,2021-07-31 18:40:14,34
0000014648,2020-12-28 04:38:07,25
0000014649,2020-02-10 02:46:24,42
0000014649,2024-09-10 13:20:24,35
0000014651,2022-04-23 11:42:23,17
0000014651,2024-03-15 22:26:23,57
0000014656,2022-07-17 13:33:32,43
0000014656,2024-02-11 20:07:04,11
0000014659,2022-08-28 20:52:52,43
0000014659,2023-06-29 07:17:00,22
0000014661,2021-08-22 23:22:43,28
0000014661,2023-10-25 14:58:51,33
0000014663,2021-05-08 14:21:35,11
0000014663,2020-03-08 16:58:38,22
0000014664,2020-12-15 17:23:23,55
0000014664,2020-02-22 08:22:55,23
0000014665,2020-03-04 17:11:01,16
0000014665,2022-08-07 04:09:36,14
0000014668,2021-02-08 06:02:37,3
0000014668,2023-09-25 13:12:55,51
0000014669,2021-12-08 20:07:31,17
0000014669,2022-09-25 00:36:36,12
0000014671,2023-10-13 02:41:15,16
0000014671,2023-05-04 01:36:18,18
0000014672,2024-03-12 18:22:18,39
0000014672,2024-01-18 20:09:13,14
0000014673,2023-08-20 22:02:08,38
0000014673,2021-11-09 23:17:03,32
0000014674,2021-11-01 02:18:20,55
0000014674,2024-11-19 04:52:56,57
0000014675,2022-07-30 09:00:59,8
0000014675,2023-09-14 22:22:06,54
0000014680,2022-05-19 23:00:24,13
0000014680,2021-02-11 08:52:43,42
0000014683,2024-07-19 09:40:02,2
0000014683,2021-10-10 02:18:11,16
0000014686,2022-08-11 22:28:55,53
0000014686,2024-03-02 19:04:26,17
0000014687,2023-07-12 11:20:49,60
0000014687,2022-06-30 12:44:26,8
0000014688,2021-04-05 02:12:20,32
0000014688,2021-10-02 07:47:50,57
0000014689,2020-11-19 11:32:14,48
0000014689,2024-01-24 06:28:24,13
0000014691,2022-02-03 06:33:32,2
0000014691,2024-09-20 18:52:46,50
0000014695,2023-11-13 14:01:32,60
0000014695,2023-09-18 20:15:08,57
0000014697,2022-07-23 08:30:44,29
0000014697,2022-03-28 11:42:49,17
0000014698,2021-06-21 21:57:38,32
0000014698,2021-04-27 09:13:25,45
0000014699,2024-04-12 20:40:10,26
0000014699,2020-03-03 12:19:25,52
0000014701,2022-04-08 05:58:01,53
0000014701,2024-09-07 05:59:47,8
0000014702,2022-11-01 13:47:42,23
0000014702,2022-06-02 09:26:55,40
0000014704,2024-04-10 07:11:12,22
0000014704,2022-08-10 14:09:38,15
0000014707,2024-07-23 00:10:25,40
0000014707,2024-03-18 11:44:05,36
0000014710,2022-11-17 11:35:46,18
0000014710,2024-09-13 21:26:43,10
0000014712,2022-12-28 11:38:03,15
0000014712,2022-11-04 14:28:23,30
0000014714,2022-01-22 09:18:47,16
0000014714,2020-07-16 16:55:51,42
0000014716,2020-01-21 14:36:42,57
0000014716,2022-08-08 23:56:43,56
0000014720,2023-08-31 02:35:59,60
0000014720,2021-02-06 09:48:53,46
0000014721,2022-09-05 05:26:46,17
0000014721,2023-10-06 09:51:55,14
0000014722,2023-07-04 21:58:28,49
0000014722,2023-02-09 10:14:44,45
0000014723,2023-05-31 18:58:47,21
0000014723,2023-04-06 01:25:41,52
0000014728,2021-05-24 02:21:18,48
0000014728,2020-06-08 09:36:32,33
0000014730,2021-02-08 08:04:19,18
0000014730,2022-09-03 03:59:26,56
0000014733,2022-04-03 16:40:49,22
0000014733,2021-10-18 03:10:58,11
0000014734,2020-05-28 08:22:36,12
0000014734,2020-04-05 16:49:16,50
0000014736,2022-04-01 11:05:28,30
0000014736,2023-11-19 17:24:04,54
0000014737,2021-06-10 13:56:18,18
0000014737,2024-04-26 20:53:39,27
0000014738,2023-09-17 13:59:27,37
0000014738,2020-04-04 06:10:05,47
0000014739,2020-02-13 20:31:44,59
0000014739,2024-02-09 21:16:13,2
0000014740,2020-12-07 22:06:48,46
0000014740,2022-06-19 18:29:46,13
0000014743,2020-09-19 13:22:03,3
0000014743,2024-02-18 03:43:36,33
0000014744,2023-01-26 07:17:53,38
0000014744,2021-05-14 06:46:50,4
0000014746,2024-04-28 19:10:58,15
0000014746,2024-11-06 07:27:44,11
0000014748,2023-01-07 05:03:52,10
0000014748,2021-08-03 20:45:43,39
0000014749,2020-05-29 10:13:40,27
0000014749,2024-08-26 10:39:14,48
0000014752,2021-04-11 19:18:02,54
0000014752,2023-07-19 05:07:13,5
0000014754,2023-06-23 11:41:17,15
0000014754,2023-10-31 05:32:34,20
0000014758,2021-02-24 23:00:04,34
0000014758,2021-02-14 03:33:13,21
0000014761,2024-01-17 07:38:22,17
0000014761,2020-08-02 10:32:22,16
0000014763,2024-04-19 19:28:05,56
0000014763,2021-08-14 21:54:36,9
0000014767,2021-01-19 06:03:01,39
0000014767,2024-02-09 13:33:30,47
0000014768,2022-08-03 01:47:37,33
0000014768,2022-02-09 14:28:04,25
0000014769,2024-10-21 08:13:56,49
0000014769,2024-04-10 12:00:35,9
0000014770,2022-03-30 04:30:46,42
0000014770,2020-09-27 16:35:46,14
0000014771,2020-12-18 23:27:37,48
0000014771,2021-04-30 09:13:25,27
0000014773,2021-06-24 08:17:59,33
0000014773,2023-09-11 19:24:49,12
0000014775,2023-11-25 05:51:49,24
0000014775,2021-08-10 21:27:00,24
0000014777,2024-04-06 21:52:44,59
0000014777,2024-04-04 08:18:01,3
0000014780,2020-09-20 19:51:41,6
0000014780,2024-10-29 22:11:43,13
0000014782,2024-12-11 09:57:48,56
0000014782,2023-11-23 10:52:26,41
0000014783,2023-09-28 23:58:03,4
0000014783,2024-11-30 13:06:46,33
0000014785,2023-03-20 04:15:03,52
0000014785,2022-01-12 06:22:44,24
0000014786,2022-04-12 09:58:08,23
0000014786,2024-11-08 18:25:35,50
0000014787,2023-03-19 20:21:19,10
0000014787,2021-11-23 16:52:28,41
0000014788,2023-07-16 17:24:42,3
0000014788,2021-02-20 15:02:29,28
0000014790,2024-03-28 12:06:43,27
0000014790,2022-06-08 02:13:34,4
0000014791,2024-06-12 13:05:17,15
0000014791,2023-07-25 07:11:26,13
0000014794,2024-02-25 00:02:20,15
0000014794,2021-03-05 19:10:32,42
0000014796,2020-07-22 02:59:42,60
0000014796,2024-08-26 05:19:36,6
0000014797,2020-06-30 08:02:03,34
0000014797,2021-01-06 06:45:01,9
0000014799,2024-05-02 10:44:00,22
0000014799,2020-05-20 02:37:02,23
0000014800,2021-12-18 05:31:40,49
0000014800,2022-06-08 02:38:27,17
0000014803,2020-03-20 19:30:18,41
0000014803,2023-08-08 17:51:13,53
0000014804,2023-09-22 01:34:16,16
0000014804,2021-11-04 05:38:22,33
0000014806,2022-08-28 17:09:16,49
0000014806,2024-04-23 04:12:56,46
0000014807,2023-02-24 03:03:16,11
0000014807,2023-08-13 00:48:11,55
0000014810,2023-11-07 18:36:27,8
0000014810,2023-08-14 13:41:22,50
0000014811,2021-01-16 09:37:10,49
0000014811,2020-07-14 18:35:20,54
0000014812,2022-01-03 03:11:15,60
0000014812,2024-12-05 11:17:07,27
0000014813,2024-10-30 04:47:03,1
0000014813,2021-03-12 15:23:11,38
0000014814,2024-08-11 01:17:31,11
0000014814,2021-01-23 01:36:57,23
0000014815,2022-09-30 00:41:44,37
0000014815,2020-09-20 23:09:25,37
0000014816,2021-07-17 10:56:07,37
0000014816,2021-01-16 04:03:18,7
0000014817,2021-11-21 15:46:14,53
0000014817,2022-02-27 08:37:26,59
0000014818,2022-08-20 06:10:50,22
0000014818,2021-08-13 15:48:56,14
0000014819,2021-04-11 10:39:09,24
0000014819,2023-10-04 21:13:30,13
0000014825,2022-08-03 06:42:21,6
0000014825,2021-02-01 22:50:56,47
0000014830,2022-07-06 18:01:02,5
0000014830,2020-09-14 06:03:16,23
0000014831,2021-01-16 18:49:33,53
0000014831,2023-03-23 07:23:21,24
0000014833,2023-02-19 08:52:33,42
0000014833,2020-05-03 06:18:11,51
0000014834,2021-07-06 18:19:57,48
0000014834,2020-01-30 08:09:08,24
0000014837,2020-02-15 06:24:57,8
0000014837,2022-05-31 22:58:26,40
0000014841,2020-12-14 11:14:27,49
0000014841,2020-01-27 17:32:44,15
0000014842,2021-08-13 10:16:35,20
0000014842,2023-06-21 09:15:54,3
0000014843,2022-03-23 03:41:06,10
0000014843,2023-11-15 15:03:27,34
0000014845,2022-07-30 03:00:29,54
0000014845,2024-03-29 05:53:31,7
0000014846,2024-06-24 04:23:13,4
0000014846,2022-10-10 14:33:32,39
0000014848,2022-02-21 18:00:30,8
0000014848,2021-01-29 01:43:51,2
0000014852,2021-08-29 00:47:36,2
0000014852,2023-11-22 12:18:52,44
0000014853,2023-03-06 06:37:59,24
0000014853,2023-02-02 23:01:08,55
0000014856,2020-05-01 06:31:18,52
0000014856,2024-04-19 09:29:15,32
0000014859,2024-06-04 10:20:59,29
0000014859,2024-01-15 07:49:14,59
0000014864,2022-05-06 09:34:53,17
0000014864,2021-12-15 00:02:46,54
0000014865,2020-02-11 19:27:32,17
0000014865,2021-10-16 23:37:36,26
0000014867,2023-02-23 18:45:35,7
0000014867,2021-02-04 04:22:28,27
0000014868,2024-09-03 00:46:17,48
0000014868,2023-05-08 05:12:05,26
0000014869,2024-05-24 05:30:23,57
0000014869,2020-07-22 09:06:57,38
0000014872,2022-04-18 02:43:39,51
0000014872,2024-02-23 06:07:55,31
0000014873,2020-09-19 13:39:34,21
0000014873,2021-05-06 01:25:00,9
0000014874,2024-10-27 16:28:53,25
0000014874,2022-02-13 09:32:21,9
0000014875,2024-04-28 15:31:54,25
0000014875,2023-03-15 19:16:46,32
0000014876,2024-07-14 04:08:26,50
0000014876,2020-05-16 02:07:56,12
0000014877,2022-11-18 14:30:57,44
0000014877,2021-01-04 15:08:09,13
0000014878,2020-05-18 07:36:58,55
0000014878,2021-12-16 13:04:15,9
0000014881,2020-01-12 02:52:38,24
0000014881,2020-06-14 07:06:36,36
0000014882,2021-09-24 09:23:22,11
0000014882,2022-11-04 15:07:44,55
0000014885,2024-01-02 00:57:17,2
0000014885,2023-03-21 04:13:53,50
0000014886,2023-01-16 03:13:45,9
0000014886,2021-03-06 06:31:26,46
0000014887,2021-02-12 12:45:54,54
0000014887,2023-09-01 03:40:45,36
0000014888,2020-07-25 23:52:30,2
0000014888,2023-05-26 00:06:20,10
0000014893,2022-07-31 22:53:07,27
0000014893,2021-10-28 08:28:41,50
0000014894,2024-04-04 23:44:09,48
0000014894,2023-03-26 00:15:49,3
0000014896,2021-01-20 07:08:36,53
0000014896,2021-06-06 05:52:09,39
0000014897,2023-02-27 02:31:08,11
0000014897,2022-08-25 14:45:27,53
0000014898,2021-07-20 06:13:47,58
0000014898,2022-01-21 17:25:33,4
0000014899,2023-07-13 09:43:33,48
0000014899,2024-08-06 15:04:40,11
0000014900,2022-02-27 07:27:14,51
0000014900,2020-06-12 22:44:10,30
0000014901,2020-01-24 06:42:27,19
0000014901,2024-03-07 22:43:24,11
0000014902,2020-10-05 20:25:38,47
0000014902,2022-02-01 21:33:33,46
0000014906,2020-06-13 12:30:44,20
0000014906,2021-01-25 09:43:23,52
0000014907,2021-10-05 14:04:13,37
0000014907,2024-08-26 16:47:53,24
0000014911,2024-02-01 08:52:57,27
0000014911,2020-04-29 06:25:54,39
0000014913,2021-01-10 16:18:31,49
0000014913,2020-04-13 06:11:05,8
0000014917,2022-07-22 04:10:04,25
0000014917,2022-05-17 05:17:57,53
0000014920,2022-09-05 03:22:26,50
0000014920,2021-11-18 11:07:16,4
0000014921,2024-01-27 12:15:09,31
0000014921,2020-05-09 02:36:09,45
0000014922,2023-07-06 06:29:56,42
0000014922,2021-11-28 09:25:34,7
0000014924,2022-12-19 10:50:28,20
0000014924,2023-08-17 22:25:51,30
0000014925,2021-10-29 02:17:04,3
0000014925,2024-04-27 12:17:32,32
0000014926,2021-07-21 11:13:29,32
0000014926,2023-02-26 04:12:58,32
0000014929,2021-12-18 18:23:56,24
0000014929,2024-02-10 09:46:17,15
0000014932,2024-05-21 23:24:39,38
0000014932,2022-03-04 20:41:52,4
0000014934,2020-08-02 05:48:34,13
0000014934,2023-09-08 04:40:48,16
0000014936,2024-12-15 17:44:13,52
0000014936,2020-08-19 15:13:29,29
0000014938,2022-09-27 15:27:10,53
0000014938,2022-03-14 01:01:36,55
0000014939,2023-04-22 00:34:59,55
0000014939,2021-01-15 03:43:15,56
0000014940,2020-09-20 16:44:06,59
0000014940,2024-12-04 15:38:36,5
0000014941,2020-12-03 17:29:22,32
0000014941,2021-08-04 23:54:26,21
0000014942,2023-07-14 07:38:43,46
0000014942,2024-03-02 05:12:33,38
0000014944,2023-06-24 18:01:57,30
0000014944,2021-12-12 20:33:16,27
0000014947,2024-10-15 05:49:05,1
0000014947,2023-03-23 02:05:24,52
0000014948,2022-04-18 11:36:13,50
0000014948,2020-08-11 14:57:58,37
0000014950,2021-02-05 16:28:24,15
0000014950,2020-10-03 06:31:39,50
0000014955,2023-10-30 06:41:41,44
0000014955,2021-09-01 19:16:43,7
0000014956,2021-02-18 15:36:12,36
0000014956,2023-05-15 04:32:57,2
0000014957,2023-03-16 10:27:35,48
0000014957,2020-05-20 07:37:01,56
0000014958,2024-11-29 18:05:27,23
0000014958,2023-12-23 14:44:35,60
0000014959,2020-04-29 17:10:19,19
0000014959,2021-09-08 18:30:22,46
0000014960,2021-06-03 10:58:44,2
0000014960,2023-10-30 05:41:09,52
0000014961,2021-01-13 11:17:58,9
0000014961,2020-01-22 13:46:28,50
0000014962,2020-06-19 17:26:22,15
0000014962,2020-09-09 15:51:22,29
0000014963,2021-12-13 15:18:00,48
0000014963,2020-09-28 13:00:52,9
0000014967,2020-01-30 04:16:44,60
0000014967,2022-12-16 08:29:00,50
0000014969,2022-05-21 20:07:15,5
0000014969,2024-08-29 15:39:16,16
0000014971,2024-12-02 17:08:32,19
0000014971,2024-08-15 00:57:33,34
0000014976,2020-01-09 00:45:20,54
0000014976,2023-12-12 05:43:50,32
0000014978,2024-03-02 07:40:39,19
0000014978,2022-11-11 04:42:54,35
0000014981,2023-06-30 01:34:31,16
0000014981,2024-08-15 03:03:29,23
0000014986,2024-08-22 04:40:41,37
0000014986,2023-02-11 09:13:49,56
0000014987,2024-06-05 16:29:12,8
0000014987,2021-08-16 12:43:31,11
0000014988,2022-01-10 22:44:31,50
0000014988,2021-10-05 18:10:16,39
0000014995,2020-12-26 05:29:29,20
0000014995,2022-06-11 07:21:31,47
0000014997,2021-02-14 03:12:55,26
0000014997,2024-05-15 07:00:37,24
0000014998,2021-07-15 20:53:15,16
0000014998,2024-09-05 16:13:32,6
0000014999,2021-02-23 11:11:20,40
0000014999,2024-10-30 18:06:09,56
0000015000,2020-08-12 20:50:54,36
0000015000,2024-12-16 16:44:18,23
0000015001,2020-03-01 04:24:29,10
0000015001,2023-03-29 18:03:33,29
0000015002,2024-11-07 02:53:20,3
0000015002,2020-12-26 11:34:31,13
0000015005,2020-04-28 14:27:00,52
0000015005,2020-03-17 05:23:48,13
0000015008,2024-02-08 07:52:07,20
0000015008,2020-01-16 14:50:07,11
0000015009,2020-01-07 18:58:40,16
0000015009,2021-08-28 04:09:18,22
0000015010,2024-02-26 20:25:55,41
0000015010,2024-01-05 20:08:57,22
0000015011,2023-02-15 19:56:49,50
0000015011,2021-12-22 07:39:02,52
0000015013,2022-11-06 00:08:17,59
0000015013,2024-09-13 02:32:02,54
0000015015,2023-11-05 11:57:38,14
0000015015,2023-04-10 20:47:05,1
0000015018,2024-07-26 08:21:05,37
0000015018,2022-05-14 12:21:23,25
0000015021,2020-03-14 09:57:06,20
0000015021,2022-10-01 03:41:53,13
0000015022,2021-12-15 22:49:46,33
0000015022,2024-05-15 11:22:22,41
0000015024,2023-12-22 12:21:15,20
0000015024,2021-10-26 06:21:06,59
0000015027,2022-11-06 09:48:37,29
0000015027,2022-10-01 21:23:27,14
0000015028,2022-09-18 10:18:06,59
0000015028,2022-10-10 16:52:59,7
0000015030,2024-11-16 09:55:22,11
0000015030,2022-02-05 12:03:10,1
0000015032,2023-11-19 01:50:10,23
0000015032,2023-12-31 17:42:07,52
0000015035,2021-10-08 08:40:13,53
0000015035,2020-12-23 01:38:12,49
0000015036,2021-03-25 23:30:42,46
0000015036,2020-08-24 21:21:51,41
0000015037,2021-05-19 15:07:34,47
0000015037,2023-10-11 00:55:37,53
0000015038,2021-12-24 11:31:07,42
0000015038,2021-01-23 06:31:44,32
0000015045,2020-07-21 03:46:05,36
0000015045,2022-12-19 17:11:00,2
0000015048,2020-09-26 11:56:20,12
0000015048,2021-01-17 02:42:45,9
0000015050,2024-01-18 00:54:51,25
0000015050,2023-05-20 03:47:43,48
0000015051,2023-02-14 23:47:32,53
0000015051,2020-11-06 11:49:44,20
0000015052,2020-12-04 15:39:59,5
0000015052,2021-05-10 06:22:24,17
0000015053,2022-09-28 17:21:05,23
0000015053,2020-09-27 11:45:12,46
0000015055,2020-07-03 10:29:18,31
0000015055,2024-01-29 17:21:12,5
0000015056,2020-08-31 21:43:00,1
0000015056,2023-11-18 10:50:12,60
0000015058,2022-05-09 01:19:12,55
0000015058,2022-04-03 06:56:32,43
0000015060,2022-08-30 14:52:44,16
0000015060,2021-01-26 14:12:59,8
0000015061,2024-11-17 19:37:23,35
0000015061,2022-12-14 16:04:24,1
0000015066,2024-05-05 18:13:12,3
0000015066,2021-11-18 04:49:56,30
0000015069,2022-02-12 00:05:25,46
0000015069,2024-04-13 16:45:12,39
0000015071,2022-07-23 11:45:34,8
0000015071,2023-07-20 18:48:10,53
0000015072,2024-06-14 04:42:51,59
0000015072,2020-05-16 12:24:25,24
0000015075,2020-04-06 16:04:16,36
0000015075,2022-12-13 09:26:46,46
0000015077,2021-10-09 03:11:26,54
0000015077,2023-11-18 21:23:38,41
0000015079,2024-02-13 04:38:11,8
0000015079,2023-10-04 14:54:50,7
0000015080,2022-03-07 15:08:42,18
0000015080,2024-09-25 07:11:17,4
0000015081,2020-01-05 10:30:36,30
0000015081,2024-07-16 21:48:57,37
0000015082,2023-04-16 04:28:40,36
0000015082,2024-08-01 17:19:43,43
0000015083,2021-01-30 15:46:08,50
0000015083,2023-05-08 12:08:10,31
0000015084,2024-04-28 10:34:53,13
0000015084,2021-01-17 11:01:05,16
0000015086,2020-04-18 23:18:08,41
0000015086,2022-12-06 12:07:05,40
0000015087,2024-10-14 06:06:32,46
0000015087,2022-07-25 03:56:16,46
0000015088,2021-03-18 06:54:38,21
0000015088,2020-08-13 15:37:22,58
0000015091,2022-07-09 00:06:26,47
0000015091,2023-09-12 22:43:22,32
0000015092,2020-02-04 06:35:54,29
0000015092,2024-04-24 23:06:01,40
0000015093,2021-02-19 00:21:48,55
0000015093,2023-03-10 00:08:05,25
0000015094,2023-03-05 06:40:00,28
0000015094,2024-09-02 18:38:46,34
0000015095,2022-01-21 09:28:01,59
0000015095,2021-04-03 06:48:30,13
0000015096,2020-02-24 11:53:15,48
0000015096,2024-11-29 12:06:17,3
0000015097,2022-04-05 09:29:34,44
0000015097,2022-01-08 07:09:35,41
0000015099,2023-06-19 00:28:56,57
0000015099,2023-03-10 01:38:57,20
0000015101,2021-11-23 00:00:18,32
0000015101,2021-06-27 03:25:38,27
0000015103,2022-06-19 23:36:33,13
0000015103,2023-08-05 12:29:47,42
0000015105,2020-12-20 06:57:25,13
